Force (N)	Déformation (mm)
	
0.00000	-0.30614
0.00000	-0.29594
0.00000	-0.28749
0.00000	-0.27752
0.00000	-0.26860
0.00000	-0.25861
0.00000	-0.24915
0.00000	-0.23998
0.00000	-0.23058
0.00000	-0.22034
0.00000	-0.21187
0.00000	-0.20182
0.00000	-0.19267
0.00000	-0.18304
0.00000	-0.17385
0.00000	-0.16428
0.00000	-0.15492
0.00000	-0.14580
0.00000	-0.13627
0.00000	-0.12703
0.00000	-0.11721
0.00000	-0.10793
0.00000	-0.098165
0.00000	-0.089395
0.00000	-0.079740
0.00000	-0.069980
0.00000	-0.060603
0.00000	-0.051120
0.00000	-0.041577
0.00000	-0.032598
0.00000	-0.022672
0.34996	-0.013395
0.87278	-0.0046626
1.1382	0.00099416
1.6215	0.0097725
2.1916	0.019192
2.6940	0.028336
3.1821	0.038264
3.7293	0.047455
4.2837	0.057473
4.7864	0.066245
5.4007	0.075398
5.8672	0.084925
6.4228	0.094608
7.0202	0.10479
7.5353	0.11343
8.1137	0.12364
8.6280	0.13269
9.1838	0.14225
9.6884	0.15134
10.262	0.16127
10.700	0.17003
11.217	0.17958
11.725	0.18933
12.289	0.19855
12.784	0.20764
13.234	0.21787
13.810	0.22725
14.254	0.23571
14.781	0.24663
15.259	0.25509
15.729	0.26479
16.114	0.27372
16.656	0.28382
17.089	0.29330
17.531	0.30320
18.058	0.31187
18.525	0.32099
19.007	0.33049
19.385	0.34037
19.895	0.34979
20.364	0.35927
20.764	0.36826
21.192	0.37815
21.628	0.38761
21.981	0.39722
22.432	0.40652
22.818	0.41511
23.217	0.42473
23.619	0.43422
24.056	0.44360
24.372	0.45298
24.719	0.46312
25.108	0.47315
25.490	0.48239
25.875	0.49131
26.145	0.50108
26.590	0.50977
26.884	0.51950
27.154	0.52927
27.539	0.53876
27.857	0.54752
28.105	0.55696
28.450	0.56639
28.814	0.57582
29.036	0.58514
29.368	0.59444
29.654	0.60380
11.683	
