Force (N)	Déformation (mm)
	
0.0056244	-0.38417
0.011255	-0.37328
0.016886	-0.36323
0.019547	-0.35240
0.020321	-0.34164
0.021095	-0.33074
0.021869	-0.32065
0.022643	-0.30936
0.023417	-0.29871
0.024191	-0.28831
0.024965	-0.27757
0.025739	-0.26653
0.026513	-0.25525
0.027158	-0.24579
0.027776	-0.23490
0.028394	-0.22471
0.029012	-0.21374
0.029631	-0.20318
0.030249	-0.19213
0.030867	-0.18142
0.031485	-0.17100
0.032104	-0.16019
0.032722	-0.14945
0.033340	-0.13836
0.033959	-0.12718
0.034577	-0.11654
0.035195	-0.10672
0.035813	-0.096021
0.036432	-0.085067
0.037050	-0.074012
0.037668	-0.063945
0.038286	-0.052698
0.0026260	-0.042070
0.0083627	-0.031395
0.014099	-0.020703
0.48301	-0.010518
1.1246	0.00015879
1.4033	0.0066403
2.0257	0.017406
2.6954	0.028094
3.2240	0.038710
3.7670	0.050371
4.4167	0.060343
4.9588	0.071337
5.5469	0.082088
6.0680	0.092517
6.6615	0.10353
7.3311	0.11405
7.8512	0.12475
8.3741	0.13501
8.9386	0.14582
9.4535	0.15646
9.9948	0.16784
10.597	0.17858
11.119	0.18952
11.627	0.19979
12.158	0.21005
12.703	0.22166
13.208	0.23173
13.757	0.24265
14.229	0.25364
14.747	0.26425
15.237	0.27483
15.706	0.28528
16.256	0.29582
16.735	0.30631
17.173	0.31722
17.628	0.32867
18.085	0.33914
18.564	0.34964
19.069	0.36031
19.534	0.37101
19.988	0.38173
20.416	0.39244
20.840	0.40316
21.256	0.41392
21.671	0.42431
22.022	0.43603
22.505	0.44582
22.871	0.45749
23.200	0.46777
23.582	0.47841
23.964	0.48910
24.346	0.49978
24.755	0.51040
25.103	0.52142
25.458	0.53225
25.724	0.54294
26.044	0.55362
26.406	0.56373
26.799	0.57438
27.081	0.58505
27.375	0.59572
27.712	0.60650
28.013	0.61730
28.314	0.62799
28.603	0.63869
28.891	0.64939
10.917	
