Force (N)	Déformation (mm)
	
0.0038708	-0.29897
0.0077467	-0.29056
0.011623	-0.28121
0.015499	-0.27159
0.019620	-0.26261
0.026651	-0.25387
0.033682	-0.24470
0.040714	-0.23478
0.047745	-0.22669
0.054777	-0.21668
0.019133	-0.20739
0.045663	-0.19903
0.050858	-0.18940
0.050858	-0.18010
0.050859	-0.17127
0.050859	-0.16118
0.050859	-0.15186
0.050859	-0.14341
0.050860	-0.13385
0.050860	-0.12538
0.050860	-0.11540
0.050860	-0.10666
0.050861	-0.097402
0.050861	-0.087635
0.050861	-0.078606
0.050861	-0.069810
0.050862	-0.060328
0.050862	-0.051611
0.050862	-0.042357
0.050863	-0.033221
0.050863	-0.024085
0.36838	-0.015211
0.75213	-0.0059397
1.0365	0.00081067
1.3752	0.0083947
1.8114	0.017568
2.2537	0.026752
2.6989	0.035937
3.1802	0.045122
3.5839	0.053935
4.0395	0.063819
4.4890	0.072796
4.9295	0.081778
5.3447	0.090453
5.7588	0.10034
6.1931	0.10903
6.6573	0.11894
7.1122	0.12837
7.5580	0.13737
7.9907	0.14659
8.3770	0.15578
8.8525	0.16498
9.2417	0.17413
9.6374	0.18340
10.130	0.19267
10.500	0.20193
10.902	0.21112
11.289	0.22010
11.741	0.22900
12.148	0.23792
12.560	0.24686
12.931	0.25666
13.291	0.26570
13.666	0.27469
14.058	0.28383
14.451	0.29298
14.843	0.30246
15.235	0.31167
15.653	0.32089
16.031	0.33011
16.340	0.33935
16.703	0.34836
17.081	0.35763
17.462	0.36684
17.826	0.37605
18.191	0.38506
18.589	0.39405
18.914	0.40404
19.241	0.41277
19.561	0.42199
19.958	0.43041
20.223	0.44022
20.529	0.44900
20.917	0.45807
21.236	0.46713
21.550	0.47619
21.835	0.48568
22.134	0.49554
22.435	0.50491
22.736	0.51418
23.037	0.52346
23.330	0.53189
23.621	0.54108
23.911	0.55027
24.201	0.55945
24.486	0.56864
24.761	0.57783
25.036	0.58702
1.6554	
