Force (N)	Déformation (mm)
	
-0.34332	-0.027211
-0.18599	-0.023227
0.16065	-0.017878
0.40890	-0.013437
0.64170	-0.0085868
0.87805	-0.0033715
1.0808	0.00053022
1.0808	0.0022879
1.3389	0.0072316
1.5722	0.012560
1.7998	0.017432
2.0274	0.022305
2.2551	0.027178
2.4827	0.032050
2.7318	0.036923
2.9646	0.041795
3.1680	0.046668
3.3836	0.051540
3.5992	0.056413
3.8149	0.061286
4.0305	0.066158
4.2461	0.071031
4.4618	0.075903
4.6774	0.080776
4.8931	0.085627
5.1087	0.090215
5.3243	0.094563
5.5400	0.099901
5.7399	0.10471
5.9873	0.10937
6.1957	0.11408
6.4098	0.11896
6.6231	0.12384
6.8363	0.12872
7.0495	0.13361
7.2627	0.13955
7.4753	0.14396
7.6840	0.14879
7.8927	0.15365
8.1014	0.15852
8.3101	0.16339
8.5188	0.16826
8.7275	0.17309
8.9362	0.17789
9.1356	0.18270
9.3344	0.18751
9.5332	0.19232
9.7117	0.19720
9.8850	0.20209
10.058	0.20698
10.260	0.21187
10.464	0.21676
10.661	0.22166
10.850	0.22655
11.039	0.23141
11.228	0.23626
11.417	0.24110
11.619	0.24594
11.829	0.25144
12.029	0.25687
12.212	0.26160
12.396	0.26639
12.584	0.27123
12.771	0.27564
12.926	0.28036
13.083	0.28503
13.341	0.29034
13.530	0.29515
13.700	0.29996
13.869	0.30477
14.039	0.30942
14.209	0.31384
14.396	0.31951
14.577	0.32437
14.753	0.32924
14.927	0.33411
15.072	0.33898
15.272	0.34385
15.446	0.34872
15.620	0.35356
15.794	0.35840
15.962	0.36324
16.125	0.36807
16.289	0.37292
16.452	0.37778
16.616	0.38265
16.779	0.38751
16.943	0.39237
17.108	0.39724
17.273	0.40210
17.438	0.40697
17.603	0.41183
17.769	0.41669
17.963	0.42156
18.163	0.42776
18.251	0.43225
18.374	0.43689
18.529	0.44176
0.069395	
