Force (N)	Déformation (mm)
	
0.00040639	-0.65242
0.00081319	-0.63962
0.0012200	-0.62732
0.0016268	-0.61607
0.0020336	-0.60362
0.0024404	-0.59123
0.0028472	-0.57908
0.0032540	-0.56724
0.0036608	-0.55395
0.0040676	-0.54231
0.0044744	-0.53022
0.0048812	-0.51776
0.0052880	-0.50601
0.0056948	-0.49264
0.0061016	-0.48044
0.0065083	-0.46883
0.0069151	-0.45662
0.0073219	-0.44353
0.0077287	-0.43141
0.0081355	-0.41872
0.0085423	-0.40703
0.0089491	-0.39531
0.0093559	-0.38200
0.0097627	-0.37003
0.010170	-0.35847
0.010576	-0.34545
0.010983	-0.33280
0.011390	-0.32138
0.011797	-0.30843
0.012204	-0.29656
0.012610	-0.28430
0.013017	-0.27207
0.013424	-0.26006
0.013831	-0.24696
0.014237	-0.23530
0.014644	-0.22234
0.015051	-0.21092
0.015458	-0.19810
0.015865	-0.18570
0.016271	-0.17361
0.016678	-0.16122
0.017085	-0.14894
0.017492	-0.13675
0.017899	-0.12456
0.018305	-0.11226
0.018712	-0.099947
0.020123	-0.087639
0.029488	-0.075695
0.038853	-0.063147
-0.033742	-0.049983
0.016309	-0.038338
0.13054	-0.026624
0.56243	-0.013403
0.92689	-0.0013809
1.1955	0.0052137
1.6624	0.017657
2.1168	0.030009
2.5617	0.041939
2.9978	0.054248
3.4386	0.066544
3.8794	0.078562
4.3974	0.092020
4.8406	0.10398
5.2837	0.11627
5.7269	0.12828
6.1371	0.14138
6.6179	0.15268
7.0782	0.16469
7.5327	0.17666
7.9663	0.18951
8.3999	0.20204
8.8335	0.21435
9.2671	0.22667
9.7007	0.23899
10.123	0.25130
10.541	0.26362
10.959	0.27610
11.352	0.28852
11.738	0.30088
12.176	0.31210
12.545	0.32532
12.940	0.33735
13.315	0.34963
13.690	0.36191
14.065	0.37419
14.440	0.38646
14.815	0.39874
15.190	0.41102
15.553	0.42330
15.903	0.43573
16.244	0.44841
16.584	0.46072
16.924	0.47302
17.264	0.48533
17.609	0.49760
17.962	0.50975
18.306	0.52189
18.633	0.53404
3.3523	
