Force (N)	Déformation (mm)
	
0.00000	-0.54767
0.00000	-0.53581
0.00000	-0.52392
0.00000	-0.51315
0.00000	-0.50035
0.00000	-0.48929
0.00000	-0.47637
0.00000	-0.46519
0.00000	-0.45259
0.00000	-0.44077
0.00000	-0.42876
0.00000	-0.41665
0.00000	-0.40533
0.00000	-0.39264
0.00000	-0.38118
0.00000	-0.36822
0.00000	-0.35719
0.00000	-0.34539
0.00000	-0.33349
0.00000	-0.32146
0.00000	-0.30921
0.00000	-0.29792
0.00000	-0.28550
0.00000	-0.27356
0.00000	-0.26152
0.00000	-0.24942
0.00000	-0.23717
0.00000	-0.22548
0.00000	-0.21375
0.00000	-0.20150
0.00000	-0.19026
0.00000	-0.17777
0.00000	-0.16652
0.00000	-0.15349
0.00000	-0.14203
0.00000	-0.12936
0.00000	-0.11806
0.00000	-0.10611
0.00000	-0.093913
0.00000	-0.081927
0.00000	-0.070213
0.00000	-0.057739
0.00000	-0.045984
0.00000	-0.034453
0.00000	-0.021937
0.39006	-0.010066
1.1084	0.00018571
1.5876	0.0082880
2.3969	0.020176
3.2664	0.032636
4.0440	0.044240
4.8247	0.056107
5.5406	0.067951
6.3509	0.080259
7.2208	0.092061
8.1592	0.10385
9.0026	0.11599
9.8159	0.12774
10.581	0.14062
11.383	0.15216
12.153	0.16357
12.860	0.17584
13.553	0.18756
14.347	0.19967
15.030	0.21181
15.827	0.22347
16.506	0.23489
17.229	0.24784
17.956	0.25930
18.714	0.27283
19.445	0.28346
20.198	0.29575
20.838	0.30726
21.475	0.31884
22.198	0.33129
22.886	0.34308
23.575	0.35464
24.229	0.36683
24.946	0.37895
25.580	0.39084
26.251	0.40289
26.855	0.41438
27.509	0.42641
28.156	0.43806
28.753	0.45045
29.401	0.46280
29.993	0.47482
30.648	0.48688
31.206	0.49805
31.726	0.51082
32.308	0.52280
32.848	0.53404
33.391	0.54557
33.973	0.55774
34.492	0.56989
34.959	0.58204
35.547	0.59392
35.973	0.60523
17.166	
