Force (N)	Déformation (mm)
	
0.00000	-0.69347
0.00000	-0.68017
0.00000	-0.66706
0.00000	-0.65412
0.00000	-0.64091
0.00000	-0.62781
0.00000	-0.61459
0.00000	-0.60185
0.00000	-0.58839
0.00000	-0.57459
0.00000	-0.56153
0.00000	-0.54897
0.00000	-0.53551
0.00000	-0.52178
0.00000	-0.50892
0.00000	-0.49567
0.00000	-0.48264
0.00000	-0.46942
0.00000	-0.45600
0.00000	-0.44313
0.00000	-0.42939
0.00000	-0.41712
0.00000	-0.40264
0.00000	-0.39060
0.00000	-0.37613
0.00000	-0.36422
0.00000	-0.35014
0.00000	-0.33781
0.00000	-0.32354
0.00000	-0.31183
0.00000	-0.29688
0.00000	-0.28470
0.00000	-0.27148
0.00000	-0.25808
0.00000	-0.24421
0.00000	-0.23217
0.00000	-0.21748
0.00000	-0.20548
0.00000	-0.19156
0.00000	-0.17871
0.00000	-0.16455
0.00000	-0.15269
0.00000	-0.13936
0.00000	-0.12593
0.00000	-0.11267
0.00000	-0.099336
0.00000	-0.085998
0.00000	-0.073025
0.00000	-0.059982
0.00000	-0.045952
0.00000	-0.032646
0.11935	-0.019761
0.70027	-0.0064079
1.1798	0.0028030
1.7810	0.015796
2.5532	0.028903
3.3209	0.041457
4.0221	0.055465
4.6628	0.068686
5.4563	0.081418
6.2020	0.094873
6.9090	0.10768
7.6726	0.12113
8.4258	0.13433
9.0914	0.14738
9.7703	0.16109
10.446	0.17440
11.154	0.18679
11.873	0.20058
12.525	0.21319
13.162	0.22704
13.822	0.23941
14.417	0.25318
15.079	0.26681
15.702	0.27907
16.345	0.29261
16.929	0.30551
17.522	0.31909
18.108	0.33245
18.703	0.34589
19.342	0.35933
19.945	0.37180
20.509	0.38524
21.097	0.39836
21.672	0.41221
22.236	0.42517
22.866	0.43799
23.445	0.45159
24.040	0.46514
24.546	0.47768
25.136	0.49109
25.673	0.50446
26.134	0.51742
26.625	0.53077
27.125	0.54398
27.676	0.55653
28.118	0.57037
28.607	0.58370
0.076294	
