Force (N)	Déformation (mm)
	
0.00000	-0.66260
0.00000	-0.65094
0.00000	-0.63912
0.00000	-0.62900
0.00000	-0.61630
0.00000	-0.60505
0.00000	-0.59319
0.00000	-0.58092
0.00000	-0.56866
0.00000	-0.55712
0.00000	-0.54654
0.00000	-0.53414
0.00000	-0.52274
0.00000	-0.51063
0.00000	-0.49926
0.00000	-0.48702
0.00000	-0.47555
0.00000	-0.46418
0.00000	-0.45203
0.00000	-0.44079
0.00000	-0.42952
0.00000	-0.41758
0.00000	-0.40442
0.00000	-0.39417
0.00000	-0.38200
0.00000	-0.37025
0.00000	-0.35892
0.00000	-0.34645
0.00000	-0.33520
0.00000	-0.32221
0.00000	-0.31069
0.00000	-0.29939
0.00000	-0.28803
0.00000	-0.27675
0.00000	-0.26459
0.00000	-0.25306
0.00000	-0.24160
0.00000	-0.22984
0.00000	-0.21739
0.00000	-0.20556
0.00000	-0.19384
0.00000	-0.18231
0.00000	-0.17126
0.00000	-0.15932
0.00000	-0.14762
0.00000	-0.13537
0.00000	-0.12362
0.00000	-0.11233
0.00000	-0.10071
0.00000	-0.089067
0.00000	-0.077732
0.00000	-0.065164
0.00000	-0.054057
0.00000	-0.041648
0.00000	-0.029937
0.0078831	-0.018138
0.64925	-0.0074627
1.1153	0.0015368
1.7154	0.013117
2.3760	0.024877
3.0438	0.036375
3.7243	0.047786
4.4523	0.060217
5.1145	0.071536
5.8239	0.082883
6.5270	0.094807
7.2271	0.10622
7.9274	0.11814
8.5961	0.12993
9.3108	0.14168
9.9119	0.15327
10.624	0.16462
11.322	0.17626
11.908	0.18870
12.579	0.20015
13.184	0.21190
13.851	0.22414
14.531	0.23540
15.209	0.24740
15.764	0.25897
16.429	0.27101
17.021	0.28287
17.597	0.29459
18.182	0.30631
18.740	0.31737
19.318	0.32919
19.918	0.34093
20.497	0.35255
21.106	0.36400
21.684	0.37569
22.283	0.38773
22.775	0.39907
23.369	0.41163
23.903	0.42341
24.480	0.43516
24.997	0.44691
25.551	0.45866
26.099	0.47002
10.214	
