Force (N)	Déformation (mm)
	
-0.037435	-0.49349
-0.036723	-0.48483
-0.036010	-0.47589
-0.035297	-0.46689
-0.034585	-0.45813
-0.033872	-0.44801
-0.033159	-0.43912
-0.032447	-0.43083
-0.031734	-0.42158
-0.031021	-0.41238
-0.030308	-0.40313
-0.029596	-0.39389
-0.028883	-0.38505
-0.028170	-0.37589
-0.027458	-0.36687
-0.026745	-0.35784
-0.026032	-0.34936
-0.025320	-0.33923
-0.024607	-0.33052
-0.023894	-0.32185
-0.023182	-0.31179
-0.022469	-0.30295
-0.021756	-0.29481
-0.021044	-0.28510
-0.020331	-0.27583
-0.019618	-0.26725
-0.018906	-0.25810
-0.018193	-0.24858
-0.017480	-0.24031
-0.016768	-0.23078
-0.016055	-0.22053
-0.015342	-0.21255
-0.014630	-0.20365
-0.013917	-0.19391
-0.013204	-0.18507
-0.012492	-0.17600
-0.011779	-0.16692
-0.011066	-0.15748
-0.010354	-0.14846
-0.0096409	-0.13945
-0.0089282	-0.13065
-0.0082156	-0.12134
-0.0075029	-0.11250
-0.0067902	-0.10260
-0.0060775	-0.094011
-0.0053649	-0.084912
-0.0046522	-0.075502
-0.0039395	-0.066126
-0.0032268	-0.057661
-0.0025142	-0.048587
-0.0018015	-0.039429
-0.0010888	-0.031097
-0.00037612	-0.020294
0.17693	-0.011522
0.77474	-0.0033239
1.2566	0.0028357
1.8614	0.011455
2.5303	0.020322
3.2210	0.029526
3.8730	0.038294
4.5869	0.047334
5.1886	0.055762
5.9074	0.065172
6.6056	0.074405
7.2248	0.083639
7.9438	0.091688
8.6366	0.10165
9.2406	0.11075
9.8813	0.11968
10.551	0.12932
11.192	0.13794
11.837	0.14712
12.502	0.15637
13.273	0.16574
13.876	0.17498
14.519	0.18372
15.176	0.19315
15.784	0.20246
16.412	0.21086
17.004	0.22019
17.653	0.22929
18.248	0.23813
18.870	0.24764
19.535	0.25638
20.101	0.26565
20.768	0.27481
21.377	0.28390
21.938	0.29219
22.539	0.30224
23.119	0.31104
23.659	0.31994
24.357	0.32969
24.844	0.33878
25.427	0.34719
25.967	0.35721
26.578	0.36604
27.064	0.37442
27.695	0.38388
0.076294	
