Force (N)	Déformation (mm)
	
-0.027346	-0.90656
-0.016534	-0.89288
-0.0057234	-0.87940
0.0050876	-0.86571
0.015899	-0.85197
0.026710	-0.83811
0.033942	-0.82409
0.034015	-0.80985
0.034089	-0.79626
0.034163	-0.78209
0.034236	-0.76936
0.034310	-0.75530
0.034383	-0.74152
0.034457	-0.72740
0.034530	-0.71412
0.034604	-0.69966
0.034677	-0.68618
0.034751	-0.67225
0.034825	-0.65836
0.034898	-0.64510
0.034972	-0.63094
0.035045	-0.61768
0.035119	-0.60341
0.035192	-0.58930
0.035266	-0.57581
0.035339	-0.56217
0.035413	-0.54890
0.035486	-0.53424
0.035560	-0.52002
0.035634	-0.50564
0.035707	-0.49255
0.035781	-0.47831
0.035854	-0.46541
0.035928	-0.45050
0.036001	-0.43766
0.036075	-0.42244
0.036148	-0.40993
0.036222	-0.39584
0.036295	-0.38174
0.036369	-0.36839
0.036443	-0.35428
0.036516	-0.34036
0.036590	-0.32661
0.036663	-0.31231
0.036737	-0.29772
0.036810	-0.28510
0.036884	-0.27159
0.036957	-0.25789
0.037031	-0.24426
0.037105	-0.22969
0.037178	-0.21553
0.037252	-0.20264
0.037325	-0.18837
0.037399	-0.17418
0.037472	-0.16123
0.037546	-0.14698
0.037619	-0.13332
0.037693	-0.11998
0.037766	-0.10472
0.037840	-0.092073
0.037914	-0.077891
0.037987	-0.063584
0.038061	-0.050367
0.038134	-0.037172
0.15386	-0.022337
0.68040	-0.0089102
1.0550	0.0011839
1.5760	0.014574
2.1102	0.028206
2.6356	0.042353
3.2525	0.055967
3.7684	0.069012
4.3251	0.083547
4.8322	0.097928
5.4210	0.11146
5.9111	0.12514
6.4602	0.13911
6.9806	0.15306
7.5950	0.16687
8.0798	0.18034
8.6006	0.19467
9.0973	0.20812
9.5975	0.22143
10.060	0.23587
10.579	0.24892
11.056	0.26307
11.517	0.27721
11.976	0.29152
12.435	0.30468
12.901	0.31844
13.271	0.33202
13.712	0.34617
14.144	0.36004
14.600	0.37354
14.996	0.38805
15.372	0.40212
15.794	0.41514
16.149	0.42885
7.3106	
