Force (N)	Déformation (mm)
	
0.00000	-0.68052
0.00000	-0.67107
0.00000	-0.65906
0.00000	-0.64862
0.00000	-0.63726
0.00000	-0.62640
0.00000	-0.61742
0.00000	-0.60542
0.00000	-0.59477
0.00000	-0.58337
0.00000	-0.57354
0.00000	-0.56256
0.00000	-0.55242
0.00000	-0.54111
0.00000	-0.53136
0.00000	-0.51961
0.00000	-0.50932
0.00000	-0.49860
0.00000	-0.48777
0.00000	-0.47625
0.00000	-0.46622
0.00000	-0.45566
0.00000	-0.44491
0.00000	-0.43354
0.00000	-0.42309
0.00000	-0.41177
0.00000	-0.40211
0.00000	-0.39054
0.00000	-0.38042
0.00000	-0.36902
0.00000	-0.35863
0.00000	-0.34856
0.00000	-0.33729
0.00000	-0.32680
0.00000	-0.31550
0.00000	-0.30446
0.00000	-0.29412
0.00000	-0.28333
0.00000	-0.27247
0.00000	-0.26184
0.00000	-0.25114
0.00000	-0.24076
0.00000	-0.22929
0.00000	-0.21818
0.00000	-0.20823
0.00000	-0.19687
0.00000	-0.18631
0.00000	-0.17562
0.00000	-0.16518
0.00000	-0.15446
0.00000	-0.14321
0.00000	-0.13291
0.00000	-0.12226
0.00000	-0.11039
0.00000	-0.10052
0.00000	-0.089113
0.00000	-0.079043
0.00000	-0.068347
0.00000	-0.057272
0.00000	-0.046310
0.014270	-0.035710
0.064876	-0.025764
0.32024	-0.014395
0.82872	-0.0035237
1.0447	0.0018988
1.5496	0.011688
2.0321	0.023250
2.5820	0.033942
3.0956	0.044876
3.5884	0.054867
4.1410	0.065879
4.6695	0.077289
5.1565	0.087878
5.6871	0.098052
6.1867	0.10925
6.7321	0.11962
7.2642	0.13072
7.7854	0.14112
8.2502	0.15203
8.7453	0.16322
9.3315	0.17384
9.7625	0.18392
10.175	0.19471
10.651	0.20616
11.187	0.21601
11.675	0.22721
12.097	0.23873
12.530	0.24958
13.000	0.25958
13.481	0.27009
13.908	0.28131
14.390	0.29241
14.776	0.30216
15.154	0.31368
15.641	0.32397
16.075	0.33517
16.402	0.34604
16.870	0.35656
0.038147	
