Force (N)	Déformation (mm)
	
-0.035301	-0.50015
-0.032452	-0.49100
-0.029602	-0.48056
-0.026753	-0.47102
-0.023904	-0.46204
-0.021054	-0.45196
-0.018205	-0.44248
-0.015356	-0.43268
-0.012506	-0.42304
-0.0096568	-0.41349
-0.0068074	-0.40445
-0.0039580	-0.39481
-0.0011087	-0.38513
0.0017407	-0.37612
0.0045901	-0.36608
0.013952	-0.35619
0.028670	-0.34601
0.042782	-0.33681
0.056286	-0.32718
-0.035131	-0.31755
-0.034138	-0.30783
-0.033144	-0.29879
-0.032151	-0.28875
-0.031158	-0.27864
-0.030164	-0.26929
-0.029171	-0.25980
-0.028178	-0.25010
-0.027185	-0.24019
-0.026191	-0.23051
-0.025198	-0.22128
-0.024205	-0.21121
-0.023211	-0.20223
-0.022218	-0.19200
-0.021225	-0.18277
-0.020231	-0.17302
-0.019238	-0.16305
-0.018245	-0.15368
-0.017251	-0.14457
-0.016258	-0.13366
-0.015265	-0.12495
-0.014272	-0.11502
-0.013278	-0.10528
-0.012285	-0.095792
-0.011292	-0.086249
-0.010298	-0.076498
-0.0093050	-0.066824
-0.0083117	-0.056915
-0.0073183	-0.047387
-0.0063250	-0.038135
-0.0053317	-0.029237
-0.0043384	-0.018848
0.47142	-0.0085174
0.94916	-0.00010077
1.2358	0.0041400
1.8923	0.013037
2.5390	0.022919
3.2072	0.033336
3.8655	0.043073
4.5878	0.051729
5.2652	0.062215
6.0376	0.071979
6.6572	0.081381
7.3625	0.091330
8.0237	0.10073
8.6955	0.11048
9.3430	0.12060
10.013	0.12983
10.652	0.13913
11.320	0.14880
11.972	0.15872
12.626	0.16812
13.246	0.17756
13.837	0.18788
14.484	0.19758
15.129	0.20727
15.733	0.21709
16.265	0.22624
16.871	0.23547
17.500	0.24534
17.989	0.25550
18.577	0.26429
19.146	0.27506
19.696	0.28376
20.249	0.29359
20.785	0.30375
21.346	0.31273
21.828	0.32220
22.354	0.33247
22.817	0.34161
23.381	0.35079
23.836	0.36170
24.303	0.37146
24.758	0.38123
25.275	0.39030
25.708	0.40003
26.114	0.40932
26.619	0.41878
26.950	0.42830
0.076369	
