Force (N)	Déformation (mm)
	
0.00000	-0.47662
0.00000	-0.46776
0.00000	-0.45865
0.00000	-0.44983
0.00000	-0.44107
0.00000	-0.43194
0.00000	-0.42311
0.00000	-0.41444
0.00000	-0.40500
0.00000	-0.39670
0.00000	-0.38768
0.00000	-0.37843
0.00000	-0.36950
0.00000	-0.36046
0.00000	-0.35114
0.00000	-0.34252
0.00000	-0.33348
0.00000	-0.32425
0.00000	-0.31539
0.00000	-0.30601
0.00000	-0.29736
0.00000	-0.28856
0.00000	-0.27965
0.00000	-0.26994
0.00000	-0.26138
0.00000	-0.25273
0.00000	-0.24304
0.00000	-0.23467
0.00000	-0.22565
0.00000	-0.21667
0.00000	-0.20743
0.00000	-0.19842
0.00000	-0.18953
0.00000	-0.18072
0.00000	-0.17191
0.00000	-0.16243
0.00000	-0.15378
0.00000	-0.14491
0.00000	-0.13595
0.00000	-0.12686
0.00000	-0.11764
0.00000	-0.10859
0.00000	-0.099479
0.00000	-0.090220
0.00000	-0.081336
0.00000	-0.072531
0.00000	-0.063363
0.00000	-0.054521
0.00000	-0.045679
0.00000	-0.036689
0.00000	-0.027037
0.11397	-0.018384
0.50736	-0.0099696
0.95389	-0.0011363
1.1920	0.0038904
1.6973	0.013700
2.1362	0.022063
2.5849	0.031356
3.0838	0.040457
3.6571	0.049187
4.1696	0.058223
4.6602	0.067260
5.1781	0.075567
5.7383	0.084235
6.3451	0.094080
6.7969	0.10322
7.4446	0.11232
7.9807	0.12083
8.5091	0.13007
8.9992	0.13871
9.5661	0.14810
10.011	0.15646
10.540	0.16629
11.143	0.17486
11.562	0.18392
12.084	0.19325
12.569	0.20262
13.156	0.21179
13.580	0.21971
14.125	0.22878
14.630	0.23785
15.126	0.24669
15.640	0.25591
16.111	0.26537
16.563	0.27416
17.105	0.28336
17.501	0.29185
17.972	0.30071
18.489	0.31068
19.014	0.31909
19.456	0.32809
19.855	0.33765
20.270	0.34618
20.789	0.35532
21.155	0.36444
21.567	0.37269
21.940	0.38201
22.371	0.39085
0.15259	
