Force (N)	Déformation (mm)
	
-0.036479	-0.83194
-0.034809	-0.81990
-0.033140	-0.80808
-0.031470	-0.79634
-0.029801	-0.78387
-0.028131	-0.77254
-0.026462	-0.75914
-0.024792	-0.74789
-0.023122	-0.73571
-0.021453	-0.72346
-0.019783	-0.71248
-0.018114	-0.69970
-0.016444	-0.68783
-0.014774	-0.67595
-0.013105	-0.66408
-0.011435	-0.65203
-0.0097657	-0.64023
-0.0080961	-0.62704
-0.0064265	-0.61519
-0.0047569	-0.60338
-0.0030873	-0.59086
-0.0014177	-0.57951
0.00025186	-0.56673
0.033444	-0.55508
0.033553	-0.54305
0.033662	-0.53133
0.033772	-0.51903
0.033881	-0.50716
0.033990	-0.49479
0.034100	-0.48227
0.034209	-0.47059
0.034318	-0.45874
0.034428	-0.44633
0.034537	-0.43398
0.034646	-0.42250
0.034756	-0.41044
0.034865	-0.39832
0.034974	-0.38575
0.035084	-0.37415
0.035193	-0.36122
0.035302	-0.34976
0.035412	-0.33776
0.035521	-0.32547
0.035630	-0.31373
0.035740	-0.30204
0.035849	-0.28910
0.035958	-0.27665
0.036068	-0.26472
0.036177	-0.25217
0.036286	-0.24097
0.036396	-0.22915
0.036505	-0.21694
0.036615	-0.20428
0.036724	-0.19265
0.036833	-0.18003
0.036943	-0.16751
0.037052	-0.15696
0.037161	-0.14432
0.037271	-0.13227
0.037380	-0.11968
0.037489	-0.10816
0.037599	-0.096015
0.037708	-0.084002
0.037817	-0.072042
0.037927	-0.059847
0.038036	-0.047758
0.038145	-0.034800
0.038255	-0.023722
0.55169	-0.012012
1.0517	0.00035733
1.3340	0.0081576
1.9031	0.020195
2.4264	0.032447
2.9356	0.044275
3.5517	0.056968
4.0335	0.068529
4.5876	0.080807
5.1555	0.092055
5.7045	0.10443
6.2501	0.11652
6.8233	0.12834
7.3538	0.14077
7.8833	0.15255
8.4407	0.16494
8.9724	0.17720
9.4051	0.18928
9.9176	0.20138
10.423	0.21344
10.923	0.22550
11.395	0.23754
11.823	0.24957
12.319	0.26122
12.793	0.27448
13.282	0.28590
13.673	0.29873
14.100	0.31057
14.470	0.32270
14.903	0.33471
-0.00044610	
