Force (N)	Déformation (mm)
	
0.00061457	-0.68617
0.0012298	-0.67510
0.0018451	-0.66481
0.0024604	-0.65367
0.0030756	-0.64271
0.0036909	-0.63245
0.0043062	-0.62118
0.0049214	-0.61057
0.0055367	-0.59959
0.0061520	-0.58816
0.0067672	-0.57800
0.0073825	-0.56689
0.0079978	-0.55623
0.0086130	-0.54500
0.0092283	-0.53402
0.0098436	-0.52299
0.010459	-0.51175
0.011074	-0.50137
0.011689	-0.49053
0.012305	-0.47982
0.012920	-0.46944
0.013535	-0.45851
0.014150	-0.44788
0.014766	-0.43625
0.015381	-0.42542
0.015996	-0.41467
0.016612	-0.40378
0.017227	-0.39335
0.017842	-0.38178
0.018457	-0.37113
0.019073	-0.36049
0.019688	-0.34935
0.020303	-0.33873
0.020918	-0.32721
0.021534	-0.31671
0.022149	-0.30688
0.022764	-0.29583
0.023379	-0.28496
0.023995	-0.27366
0.024610	-0.26298
0.025225	-0.25240
0.025841	-0.24146
0.026456	-0.23064
0.027071	-0.21941
0.027686	-0.20874
0.028302	-0.19852
0.028917	-0.18691
0.029532	-0.17629
0.030147	-0.16498
0.030763	-0.15431
0.031378	-0.14343
0.031993	-0.13251
0.032608	-0.12217
0.033224	-0.11076
0.033839	-0.10009
0.034454	-0.089264
0.035070	-0.078602
0.035685	-0.067563
0.036300	-0.056415
0.036915	-0.045758
0.037531	-0.035095
0.038146	-0.024478
0.31019	-0.013800
0.90174	-0.0024303
1.2538	0.0047698
1.7827	0.014501
2.3444	0.026603
2.8835	0.037040
3.5360	0.047462
4.0812	0.058806
4.5805	0.069622
5.1474	0.080321
5.7035	0.091372
6.1371	0.10210
6.6528	0.11338
7.2348	0.12375
7.7323	0.13569
8.2252	0.14629
8.7571	0.15622
9.2540	0.16698
9.7344	0.17803
10.211	0.18869
10.581	0.19941
11.006	0.21039
11.458	0.22098
11.972	0.23244
12.425	0.24256
12.906	0.25348
13.411	0.26466
13.902	0.27549
14.339	0.28624
14.824	0.29715
15.220	0.30781
15.704	0.31889
16.077	0.33036
16.546	0.34041
16.974	0.35125
17.328	0.36255
4.0571	
