Force (N)	Déformation (mm)
	
0.038147	-0.73453
0.038147	-0.72046
0.038147	-0.70685
0.038147	-0.69214
0.038147	-0.67805
0.038147	-0.66307
0.038147	-0.64916
0.038147	-0.63485
0.038147	-0.62027
0.038147	-0.60649
0.038147	-0.59224
0.038147	-0.57830
0.038147	-0.56344
0.038147	-0.55014
0.038147	-0.53538
0.038147	-0.52128
0.038147	-0.50712
0.038147	-0.49350
0.038147	-0.47827
0.038147	-0.46445
0.038147	-0.44951
0.038147	-0.43518
0.038147	-0.42130
0.038147	-0.40659
0.038147	-0.39261
0.038147	-0.37837
0.038147	-0.36459
0.038147	-0.35031
0.038147	-0.33615
0.038147	-0.32169
0.038147	-0.30778
0.038147	-0.29345
0.038147	-0.27935
0.038147	-0.26480
0.038147	-0.25078
0.038147	-0.23615
0.038147	-0.22230
0.038147	-0.20737
0.038147	-0.19309
0.038147	-0.17907
0.038147	-0.16544
0.038147	-0.15087
0.038147	-0.13655
0.038147	-0.12251
0.038147	-0.10720
0.038147	-0.093846
0.038147	-0.079524
0.038147	-0.065732
0.038147	-0.051211
0.038147	-0.036835
0.038147	-0.022649
0.61810	-0.0083947
1.0688	0.0012539
1.6676	0.015841
2.2825	0.029351
2.8788	0.044111
3.4485	0.058233
4.1325	0.072690
4.7229	0.086772
5.3006	0.10097
5.8536	0.11542
6.4425	0.12987
7.0066	0.14484
7.5669	0.15818
8.1139	0.17233
8.6544	0.18652
9.1741	0.20077
9.7311	0.21505
10.272	0.22968
10.777	0.24361
11.237	0.25818
11.794	0.27217
12.302	0.28610
12.827	0.30026
13.343	0.31538
13.795	0.32924
14.300	0.34378
14.782	0.35696
15.196	0.37148
15.760	0.38574
16.200	0.40030
16.670	0.41457
17.148	0.42838
17.611	0.44289
18.087	0.45681
18.546	0.47189
18.979	0.48601
19.414	0.50023
19.815	0.51432
20.220	0.52841
20.625	0.54261
21.043	0.55727
21.403	0.57140
21.783	0.58574
22.108	0.59963
22.546	0.61491
22.853	0.62882
23.227	0.64305
7.7895	
