Force (N)	Déformation (mm)
	
0.038147	-0.56850
0.038147	-0.55686
0.038147	-0.54576
0.038147	-0.53458
0.038147	-0.52337
0.038147	-0.51186
0.038147	-0.50125
0.038147	-0.48883
0.038147	-0.47791
0.038147	-0.46636
0.038147	-0.45450
0.038147	-0.44327
0.038147	-0.43232
0.038147	-0.42009
0.038147	-0.40882
0.038147	-0.39719
0.038147	-0.38585
0.038147	-0.37497
0.038147	-0.36368
0.038147	-0.35265
0.038147	-0.34000
0.038147	-0.32882
0.038147	-0.31778
0.038147	-0.30601
0.038147	-0.29491
0.038147	-0.28375
0.038147	-0.27241
0.038147	-0.25982
0.038147	-0.24860
0.038147	-0.23769
0.038147	-0.22614
0.038147	-0.21522
0.038147	-0.20393
0.038147	-0.19193
0.038147	-0.18076
0.038147	-0.16898
0.038147	-0.15793
0.038147	-0.14673
0.038147	-0.13488
0.038147	-0.12380
0.038147	-0.11235
0.038147	-0.10019
0.038147	-0.089058
0.038147	-0.077693
0.038147	-0.066288
0.038147	-0.055621
0.038147	-0.043107
0.038147	-0.031998
0.038147	-0.020580
0.46821	-0.0087772
1.0520	-0.00016502
1.4645	0.0072872
2.0691	0.019104
2.7402	0.030161
3.4053	0.041399
4.1202	0.052736
4.8348	0.064728
5.4906	0.076475
6.1312	0.087826
6.7501	0.099576
7.3810	0.11061
8.0910	0.12198
8.6248	0.13352
9.3291	0.14487
9.8755	0.15598
10.501	0.16698
11.042	0.17896
11.571	0.19007
12.144	0.20112
12.684	0.21322
13.191	0.22473
13.774	0.23642
14.280	0.24736
14.878	0.25928
15.321	0.26975
15.822	0.28148
16.423	0.29284
16.969	0.30440
17.410	0.31572
17.917	0.32706
18.399	0.33936
18.926	0.35083
19.400	0.36211
19.898	0.37348
20.422	0.38456
20.901	0.39628
21.400	0.40743
21.825	0.41824
22.269	0.43063
22.691	0.44098
23.116	0.45338
23.552	0.46447
24.010	0.47561
24.379	0.48700
24.799	0.49839
25.131	0.51025
25.592	0.52163
25.963	0.53304
0.062134	
