Force (N)	Déformation (mm)
	
0.038147	-0.57093
0.038147	-0.55773
0.038147	-0.54590
0.038147	-0.53328
0.038147	-0.52090
0.038147	-0.50881
0.038147	-0.49563
0.038147	-0.48386
0.038147	-0.47015
0.038147	-0.45849
0.038147	-0.44640
0.038147	-0.43339
0.038147	-0.42031
0.038147	-0.40902
0.038147	-0.39568
0.038147	-0.38413
0.038147	-0.37114
0.038147	-0.35901
0.038147	-0.34673
0.038147	-0.33406
0.038147	-0.32111
0.038147	-0.30904
0.038147	-0.29636
0.038147	-0.28415
0.038147	-0.27221
0.038147	-0.25955
0.038147	-0.24735
0.038147	-0.23484
0.038147	-0.22207
0.038147	-0.20954
0.038147	-0.19731
0.038147	-0.18431
0.038147	-0.17194
0.038147	-0.15941
0.038147	-0.14716
0.038147	-0.13452
0.038147	-0.12180
0.038147	-0.11001
0.038147	-0.097587
0.038147	-0.085000
0.038147	-0.071461
0.038147	-0.060101
0.038147	-0.046744
0.038147	-0.035250
0.038147	-0.022754
0.38901	-0.0099810
1.0182	0.000071973
1.5046	0.0090614
2.3399	0.021428
3.0344	0.033978
3.8419	0.046560
4.6433	0.059207
5.2678	0.072080
6.0938	0.084527
6.7952	0.096824
7.4857	0.10958
8.1792	0.12156
8.8416	0.13423
9.5745	0.14640
10.187	0.15822
10.959	0.17158
11.540	0.18341
12.140	0.19613
12.728	0.20877
13.342	0.22089
13.892	0.23354
14.524	0.24683
15.135	0.25829
15.720	0.27161
16.256	0.28371
16.774	0.29583
17.368	0.30837
17.993	0.32050
18.594	0.33340
19.152	0.34609
19.706	0.35854
20.237	0.37093
20.757	0.38235
21.273	0.39607
21.854	0.40909
22.308	0.42047
22.797	0.43266
23.316	0.44579
23.816	0.45861
24.214	0.46981
24.752	0.48327
25.188	0.49578
25.616	0.50754
26.045	0.52086
26.461	0.53330
26.912	0.54528
27.355	0.55752
27.749	0.56982
28.082	0.58230
28.552	0.59478
28.942	0.60726
29.351	0.61974
29.649	0.63224
0.15479	
