Force (N)	Déformation (mm)
	
0.043635	-0.65513
0.049131	-0.64711
0.054627	-0.63852
0.058875	-0.63045
0.062009	-0.62327
0.065143	-0.61408
0.068277	-0.60478
0.071366	-0.59738
0.074320	-0.58900
0.077275	-0.58111
0.080229	-0.57314
0.083183	-0.56419
0.086137	-0.55571
0.089091	-0.54761
0.092046	-0.53944
0.095000	-0.53075
0.015149	-0.52220
0.022445	-0.51430
0.029741	-0.50561
0.037037	-0.49728
0.044333	-0.48923
0.051629	-0.48032
0.058925	-0.47202
0.062939	-0.46457
0.064285	-0.45641
0.071085	-0.44787
0.083893	-0.43942
0.096701	-0.43134
0.10951	-0.42274
0.11159	-0.41445
0.10698	-0.40643
0.10236	-0.39797
0.097747	-0.38923
0.093132	-0.38114
0.088517	-0.37228
0.083902	-0.36435
0.079287	-0.35579
0.074672	-0.34760
0.070057	-0.33891
0.065442	-0.33099
0.063001	-0.32254
0.061422	-0.31432
0.059843	-0.30635
0.058264	-0.29770
0.056685	-0.28990
0.055107	-0.28059
0.053528	-0.27253
0.051949	-0.26434
0.050370	-0.25612
0.048791	-0.24804
0.047212	-0.23905
0.045634	-0.23149
0.044055	-0.22232
0.042476	-0.21452
0.040897	-0.20566
0.039318	-0.19783
0.037739	-0.18935
0.036161	-0.18048
0.034582	-0.17253
0.033003	-0.16430
0.031424	-0.15608
0.029845	-0.14815
0.028267	-0.13945
0.026688	-0.13112
0.025109	-0.12260
0.023530	-0.11478
0.021951	-0.10660
0.020372	-0.098121
0.018794	-0.089896
0.017177	-0.082001
0.012825	-0.072685
0.0084736	-0.064473
0.0041220	-0.056159
-0.00022957	-0.048483
-0.0045812	-0.040186
-0.0089327	-0.031888
-0.013284	-0.022621
-0.017636	-0.014391
0.43544	-0.0066929
1.1736	0.0010353
1.6878	0.0065213
2.5270	0.014626
3.3074	0.022956
4.2429	0.031406
5.1412	0.040244
5.8696	0.047624
6.9099	0.057014
7.5477	0.064728
8.4010	0.072853
9.2126	0.081119
10.026	0.088793
10.772	0.098878
11.544	0.10614
12.303	0.11463
12.946	0.12301
13.659	0.13184
14.204	0.14006
14.922	0.14820
4.8534	
