Force (N)	Déformation (mm)
	
0.041162	-0.71075
0.044180	-0.69924
0.047198	-0.68803
0.050216	-0.67771
0.053234	-0.66648
0.056252	-0.65564
0.062479	-0.64388
0.070224	-0.63303
0.077968	-0.62166
0.085712	-0.61050
0.093456	-0.59926
0.0062565	-0.58774
0.010396	-0.57696
0.014535	-0.56599
0.018675	-0.55468
0.022814	-0.54313
0.026954	-0.53186
0.031093	-0.52158
0.035232	-0.51053
0.039372	-0.49884
0.043511	-0.48741
0.054229	-0.47669
0.066019	-0.46511
0.077809	-0.45395
0.039226	-0.44270
0.038601	-0.43151
0.037976	-0.42032
0.037352	-0.40886
0.036727	-0.39764
0.036102	-0.38638
0.030250	-0.37468
0.013872	-0.36419
0.0031322	-0.35328
0.0024470	-0.34198
0.0017618	-0.33163
0.0010766	-0.31998
0.00039139	-0.30775
-0.00029382	-0.29754
-0.00097903	-0.28638
-0.0016642	-0.27529
-0.0023494	-0.26351
-0.0030347	-0.25348
-0.0037199	-0.24123
-0.0044051	-0.23001
-0.0050903	-0.21844
-0.0057755	-0.20761
0.036378	-0.19631
0.032496	-0.18588
0.028613	-0.17454
0.024731	-0.16305
0.020849	-0.15088
0.016966	-0.14030
-0.0035538	-0.13014
0.067317	-0.11876
0.065333	-0.10739
0.063349	-0.096027
0.061365	-0.084372
0.059381	-0.073816
0.057397	-0.061895
0.055413	-0.050792
0.053429	-0.040411
0.051446	-0.028724
0.095794	-0.017833
0.57086	-0.0064966
1.0266	0.00084661
1.7552	0.010801
2.6934	0.021732
3.5851	0.033261
4.4660	0.044705
5.2546	0.055652
6.1174	0.067060
6.9840	0.078005
7.8389	0.089495
8.7153	0.10005
9.5336	0.11191
10.307	0.12299
11.115	0.13379
11.841	0.14507
12.557	0.15636
13.357	0.16768
14.109	0.17810
14.913	0.19046
15.617	0.20124
16.374	0.21217
17.189	0.22304
17.908	0.23475
18.684	0.24614
19.374	0.25728
20.184	0.26842
20.898	0.27935
21.691	0.29043
22.297	0.30259
22.995	0.31269
23.683	0.32394
24.315	0.33513
24.973	0.34629
25.603	0.35792
26.273	0.36900
0.82700	
