Force (N)	Déformation (mm)
	
0.00000	-0.74292
0.00000	-0.73279
0.00000	-0.72029
0.00000	-0.70952
0.00000	-0.69786
0.00000	-0.68650
0.00000	-0.67620
0.00000	-0.66482
0.00000	-0.65337
0.00000	-0.64229
0.00000	-0.63030
0.00000	-0.61895
0.00000	-0.60768
0.00000	-0.59680
0.00000	-0.58481
0.00000	-0.57391
0.00000	-0.56269
0.00000	-0.55166
0.00000	-0.53973
0.00000	-0.52829
-0.000053801	-0.51682
-0.00021439	-0.50542
-0.00037497	-0.49449
-0.00053556	-0.48302
-0.00069615	-0.47127
-0.00085673	-0.46092
-0.0010173	-0.44869
-0.0011779	-0.43727
-0.0013385	-0.42601
-0.0014991	-0.41519
-0.0016597	-0.40381
-0.0018203	-0.39242
-0.0019808	-0.38103
-0.0021414	-0.36948
-0.0023020	-0.35808
-0.0024626	-0.34714
-0.0026232	-0.33596
-0.0027838	-0.32461
-0.0029444	-0.31335
-0.0031049	-0.30157
-0.0032655	-0.28997
-0.0034261	-0.27919
-0.0035867	-0.26808
-0.0037473	-0.25677
-0.0039079	-0.24554
-0.0040685	-0.23415
-0.0042291	-0.22214
-0.0043896	-0.21107
-0.0045502	-0.19989
-0.0047108	-0.18860
-0.0048714	-0.17758
-0.0050320	-0.16645
-0.0051926	-0.15411
-0.0053532	-0.14321
-0.0055137	-0.13192
-0.0056743	-0.12068
-0.0058349	-0.10905
-0.0059955	-0.097669
-0.0061561	-0.086788
-0.0063167	-0.074881
-0.0064773	-0.064170
-0.0066378	-0.052792
-0.0067984	-0.041653
-0.0069590	-0.030341
-0.0071196	-0.018097
0.27402	-0.0074122
1.1745	0.0019686
2.1445	0.010911
3.3354	0.022706
4.4821	0.033956
5.6311	0.044541
6.8004	0.056388
8.0568	0.067802
9.2523	0.078954
10.356	0.090108
11.561	0.10192
12.653	0.11329
13.865	0.12465
14.968	0.13538
15.999	0.14726
17.126	0.15860
18.231	0.16974
19.368	0.18086
20.451	0.19313
21.613	0.20390
22.647	0.21522
23.763	0.22618
24.657	0.23768
25.646	0.24886
26.658	0.26027
27.632	0.27164
28.618	0.28302
29.680	0.29439
30.581	0.30576
31.507	0.31718
32.451	0.32863
33.339	0.34007
34.206	0.35123
6.6293	
