Force (N)	Déformation (mm)
	
0.00000	-0.71952
0.00000	-0.71036
0.00000	-0.69964
0.00000	-0.68965
0.00000	-0.67980
0.00000	-0.66973
0.00000	-0.66000
0.00000	-0.64970
0.00000	-0.63982
0.00000	-0.62988
0.00000	-0.62017
0.00000	-0.60967
0.00000	-0.59992
0.00000	-0.58983
0.00000	-0.57869
0.00000	-0.56933
0.00000	-0.55931
0.00000	-0.54931
0.00000	-0.53935
0.00000	-0.52918
0.00000	-0.51972
0.00000	-0.50897
0.00000	-0.49886
0.00000	-0.48936
0.00000	-0.47940
0.00000	-0.46887
0.00000	-0.45866
-0.0000037059	-0.44814
-0.000095239	-0.43865
-0.00018677	-0.42862
-0.00027831	-0.41881
-0.00036984	-0.40888
-0.00046137	-0.39947
-0.00055291	-0.38890
-0.00064444	-0.37872
-0.00073597	-0.36860
-0.00082751	-0.35845
-0.00091904	-0.34868
-0.0010106	-0.33850
-0.0011021	-0.32793
-0.0011936	-0.31876
-0.0012852	-0.30847
-0.0013767	-0.29794
-0.0014682	-0.28838
-0.0015598	-0.27800
-0.0016513	-0.26825
-0.0017428	-0.25703
-0.0018344	-0.24787
-0.0019259	-0.23796
-0.0020174	-0.22745
-0.0021090	-0.21731
-0.0022005	-0.20769
-0.0022920	-0.19797
-0.0023836	-0.18772
-0.0024751	-0.17822
-0.0025666	-0.16753
-0.0026582	-0.15740
-0.0027497	-0.14703
-0.0028412	-0.13747
-0.0029328	-0.12727
-0.0030243	-0.11783
-0.0031158	-0.10706
-0.0032074	-0.096770
-0.0032989	-0.087437
-0.0033904	-0.077536
-0.0034820	-0.066975
-0.0035735	-0.056867
-0.0036650	-0.047145
-0.0037566	-0.036368
-0.0038481	-0.026337
-0.0039396	-0.016305
0.42906	-0.0074979
1.1389	0.00060589
1.8025	0.0077938
2.7182	0.017628
3.7753	0.028045
4.8811	0.038534
5.8408	0.048268
6.8324	0.058728
7.8775	0.068640
8.8864	0.078707
9.9641	0.088773
10.899	0.098231
11.971	0.10802
12.945	0.11851
13.924	0.12836
14.893	0.13888
15.882	0.14921
16.898	0.15933
17.731	0.16943
18.793	0.17946
19.715	0.18940
20.613	0.19845
21.493	0.20846
22.307	0.21910
23.228	0.22895
24.068	0.23896
24.988	0.24920
5.2147	
