Force (N)	Déformation (mm)
	
-0.018030	-0.86402
-0.036081	-0.85403
-0.054132	-0.84245
-0.072183	-0.83191
-0.074455	-0.82144
-0.072074	-0.81060
-0.069693	-0.79942
-0.067312	-0.78932
-0.064931	-0.77864
-0.062550	-0.76777
-0.060169	-0.75709
-0.057789	-0.74576
-0.053952	-0.73511
-0.049660	-0.72485
-0.045367	-0.71390
-0.041074	-0.70269
-0.036782	-0.69232
-0.032489	-0.68067
-0.028197	-0.66977
-0.023904	-0.65946
-0.019612	-0.64877
-0.015319	-0.63788
-0.011027	-0.62695
-0.0081537	-0.61578
-0.0058467	-0.60593
-0.0035398	-0.59465
-0.0012328	-0.58337
0.0010742	-0.57263
0.0033812	-0.56204
-0.023618	-0.55134
-0.0040732	-0.54046
0.011970	-0.52994
0.0067726	-0.51915
0.0015754	-0.50850
-0.0036218	-0.49747
-0.0088190	-0.48675
-0.014016	-0.47610
-0.019213	-0.46454
-0.024411	-0.45461
-0.029608	-0.44365
-0.034805	-0.43265
-0.040002	-0.42181
-0.045200	-0.41151
-0.050397	-0.39993
-0.076875	-0.38942
-0.090460	-0.37859
-0.068057	-0.36823
-0.045654	-0.35753
-0.040054	-0.34568
-0.042920	-0.33487
-0.045786	-0.32462
-0.048652	-0.31447
-0.051519	-0.30352
-0.054385	-0.29180
-0.057251	-0.28094
-0.060117	-0.27089
-0.062983	-0.25949
-0.066169	-0.24894
-0.070006	-0.23856
-0.073843	-0.22750
-0.077680	-0.21645
-0.081517	-0.20541
-0.085355	-0.19501
-0.0032964	-0.18430
-0.0030890	-0.17302
-0.0028816	-0.16237
-0.0026741	-0.15183
-0.0024667	-0.14129
-0.0022593	-0.13055
-0.0020519	-0.11883
-0.0018444	-0.10835
-0.0016370	-0.097871
-0.0014296	-0.087135
-0.0012222	-0.076299
-0.0010148	-0.065353
-0.00080734	-0.054794
-0.00059992	-0.044035
-0.00039250	-0.033374
-0.00018508	-0.022606
0.000022345	-0.011681
1.0039	-0.0011461
1.6947	0.0048578
3.1976	0.015833
4.7636	0.026415
6.2810	0.037235
7.8164	0.048054
9.4374	0.058873
10.964	0.069692
12.579	0.080512
14.069	0.091396
15.388	0.10215
16.814	0.11336
18.150	0.12402
19.427	0.13485
20.609	0.14570
21.832	0.15627
22.986	0.16701
24.314	0.17811
1.3067	
