Force (N)	Déformation (mm)
	
-0.015391	-1.1521
0.000059912	-1.1379
0.015511	-1.1231
-0.0081129	-1.1093
0.010761	-1.0945
-0.060772	-1.0803
-0.061883	-1.0654
-0.062994	-1.0511
-0.077289	-1.0365
-0.029434	-1.0216
-0.016597	-1.0072
-0.013631	-0.99228
-0.019360	-0.97777
-0.025088	-0.96328
-0.030817	-0.94911
-0.036546	-0.93428
-0.043520	-0.91987
-0.053384	-0.90524
-0.063247	-0.88977
-0.075762	-0.87605
-0.027607	-0.86123
-0.051020	-0.84682
-0.074031	-0.83180
-0.075450	-0.81734
-0.031609	-0.80207
-0.052735	-0.78848
-0.036775	-0.77382
-0.035932	-0.75843
-0.036730	-0.74433
-0.037528	-0.72991
-0.039231	-0.71522
-0.071490	-0.70113
-0.064108	-0.68618
-0.067557	-0.67198
-0.055674	-0.65640
-0.043792	-0.64174
-0.034559	-0.62780
-0.032629	-0.61284
-0.030699	-0.59849
-0.028769	-0.58424
-0.026839	-0.56939
-0.024909	-0.55491
-0.022978	-0.53976
-0.021048	-0.52602
-0.019118	-0.51066
-0.017188	-0.49685
-0.015258	-0.48167
-0.0088028	-0.46696
0.0092680	-0.45179
-0.018698	-0.43838
-0.035657	-0.42376
-0.037651	-0.40762
-0.039645	-0.39428
-0.058151	-0.37983
-0.074276	-0.36527
-0.037284	-0.35067
-0.049788	-0.33612
-0.075909	-0.32182
-0.076122	-0.30634
-0.038743	-0.29180
-0.051047	-0.27718
-0.070844	-0.26337
-0.073438	-0.24869
-0.073853	-0.23407
-0.074268	-0.21947
-0.074683	-0.20487
-0.075098	-0.19027
-0.075513	-0.17567
-0.075928	-0.16107
-0.073953	-0.14613
-0.037634	-0.13117
-0.038156	-0.11724
-0.048498	-0.10278
-0.059429	-0.087877
-0.063329	-0.073201
-0.075420	-0.058527
-0.046737	-0.044320
-0.041632	-0.029680
-0.024340	-0.015002
0.90833	-0.00083035
1.8597	0.0084412
3.3859	0.022946
4.9648	0.038080
6.4260	0.052740
7.8874	0.067401
9.2496	0.082285
10.654	0.096732
12.004	0.11118
13.247	0.12573
14.603	0.14032
15.943	0.15490
17.246	0.16949
18.599	0.18393
19.911	0.19833
21.288	0.21255
22.752	0.22682
24.101	0.24234
25.330	0.25631
9.8288	
