Force (N)	Déformation (mm)
	
-0.037633	-0.85703
-0.037118	-0.84622
-0.036603	-0.83409
-0.036088	-0.82303
-0.035573	-0.81082
-0.035058	-0.79939
-0.034543	-0.78821
-0.034028	-0.77621
-0.033513	-0.76474
-0.032998	-0.75334
-0.032483	-0.74121
-0.031968	-0.72964
-0.031453	-0.71808
-0.030939	-0.70691
-0.030424	-0.69504
-0.029909	-0.68348
-0.029394	-0.67190
-0.028879	-0.66036
-0.028364	-0.64900
-0.027849	-0.63742
-0.027334	-0.62499
-0.026819	-0.61322
-0.026304	-0.60270
-0.025789	-0.59041
-0.025274	-0.57858
-0.024759	-0.56703
-0.024245	-0.55567
-0.023730	-0.54397
-0.023215	-0.53220
-0.022700	-0.52080
-0.022185	-0.50946
-0.021670	-0.49769
-0.021155	-0.48591
-0.020640	-0.47463
-0.020125	-0.46267
-0.019610	-0.45080
-0.019095	-0.43897
-0.018580	-0.42854
-0.018065	-0.41650
-0.017551	-0.40494
-0.017036	-0.39343
-0.016521	-0.38167
-0.016006	-0.36944
-0.015491	-0.35808
-0.014976	-0.34696
-0.014461	-0.33550
-0.013946	-0.32264
-0.013431	-0.31187
-0.012916	-0.30038
-0.012401	-0.28828
-0.011886	-0.27681
-0.011371	-0.26517
-0.010856	-0.25462
-0.010342	-0.24111
-0.0098266	-0.23013
-0.0093117	-0.21856
-0.0087968	-0.20614
-0.0082819	-0.19539
-0.0077670	-0.18330
-0.0072520	-0.17201
-0.0067371	-0.16086
-0.0062222	-0.14914
-0.0057073	-0.13700
-0.0051923	-0.12578
-0.0046774	-0.11426
-0.0041625	-0.10243
-0.0036476	-0.091012
-0.0031326	-0.079499
-0.0026177	-0.067849
-0.0021028	-0.055789
-0.0015879	-0.044396
-0.0010729	-0.032949
-0.00055800	-0.020966
-0.000043078	-0.0098947
1.1542	0.00074186
2.2682	0.0081884
4.0057	0.019397
5.8895	0.031552
7.7059	0.043297
9.6055	0.054976
11.276	0.066655
12.991	0.078334
14.687	0.090013
16.322	0.10174
17.920	0.11357
19.385	0.12411
20.718	0.13579
22.117	0.14746
23.437	0.15915
24.852	0.17093
26.331	0.18249
27.807	0.19434
29.238	0.20610
30.839	0.21768
32.347	0.22926
33.925	0.24067
35.401	0.25207
36.775	0.26346
0.16080	
