Force (N)	Déformation (mm)
	
0.00000	-0.75147
0.00000	-0.74124
0.00000	-0.72950
0.00000	-0.71901
0.00000	-0.70948
0.00000	-0.69760
0.00000	-0.68768
0.00000	-0.67725
0.00000	-0.66664
0.00000	-0.65655
0.00000	-0.64508
0.00000	-0.63431
0.00000	-0.62363
0.00000	-0.61297
0.00000	-0.60262
0.00000	-0.59223
0.00000	-0.58099
0.00000	-0.57075
0.00000	-0.55935
0.00000	-0.54932
0.00000	-0.53876
0.00000	-0.52810
0.00000	-0.51772
0.00000	-0.50697
0.00000	-0.49582
0.00000	-0.48476
0.00000	-0.47384
0.00000	-0.46433
0.00000	-0.45281
0.00000	-0.44307
0.00000	-0.43045
0.00000	-0.42092
0.00000	-0.41056
0.00000	-0.39969
0.00000	-0.38917
0.00000	-0.37835
0.00000	-0.36751
0.00000	-0.35736
0.00000	-0.34650
0.00000	-0.33586
0.00000	-0.32576
0.00000	-0.31479
0.00000	-0.30398
0.00000	-0.29333
0.00000	-0.28223
0.00000	-0.27170
0.00000	-0.26109
0.00000	-0.25033
0.00000	-0.23953
0.00000	-0.22985
0.00000	-0.21900
0.00000	-0.20805
0.00000	-0.19759
0.00000	-0.18682
0.00000	-0.17561
0.00000	-0.16513
0.00000	-0.15394
0.00000	-0.14341
0.00000	-0.13323
0.00000	-0.12275
0.00000	-0.11089
0.00000	-0.10042
0.00000	-0.090221
0.00000	-0.080014
0.00000	-0.068697
0.00000	-0.058428
0.00000	-0.047279
0.00000	-0.037056
0.00000	-0.026477
0.00000	-0.015501
0.42165	-0.0050623
1.0620	0.00054025
2.4520	0.010371
4.1548	0.021150
5.9127	0.031846
7.6669	0.042542
9.5482	0.053438
11.335	0.063591
13.102	0.073909
14.781	0.084577
16.474	0.095245
18.113	0.10591
19.644	0.11658
21.220	0.12725
22.602	0.13792
23.872	0.14858
25.130	0.15925
26.391	0.17058
27.649	0.18117
29.134	0.19168
30.492	0.20216
32.229	0.21273
33.789	0.22342
35.260	0.23410
36.657	0.24479
38.094	0.25548
39.617	0.26624
40.924	0.27744
	0.28812
