Force (N)	Déformation (mm)
	
0.034799	-0.49596
0.031445	-0.48732
0.028092	-0.47984
0.024739	-0.47211
0.021386	-0.46374
0.018032	-0.45551
0.014679	-0.44744
0.011326	-0.43975
0.0079723	-0.43199
0.0046190	-0.42424
0.0012657	-0.41603
-0.0020876	-0.40673
-0.0074079	-0.39931
-0.014556	-0.39136
-0.021705	-0.38340
-0.028854	-0.37544
-0.036002	-0.36761
-0.043151	-0.35977
-0.050299	-0.35074
-0.049483	-0.34306
-0.047988	-0.33488
-0.046493	-0.32670
-0.044998	-0.31855
-0.043503	-0.31044
-0.042008	-0.30234
-0.040513	-0.29426
-0.039018	-0.28680
-0.037523	-0.27874
-0.036028	-0.27067
-0.034533	-0.26261
-0.033038	-0.25455
-0.031543	-0.24649
-0.030047	-0.23869
-0.028552	-0.23089
-0.027057	-0.22301
-0.025562	-0.21384
-0.024067	-0.20666
-0.022572	-0.19891
-0.021077	-0.18964
-0.019582	-0.18221
-0.018087	-0.17451
-0.016592	-0.16645
-0.015097	-0.15829
-0.013602	-0.15035
-0.012107	-0.14241
-0.010612	-0.13432
-0.0091166	-0.12556
-0.0076216	-0.11750
-0.0070255	-0.11003
-0.0064504	-0.10209
-0.0058752	-0.094123
-0.0053000	-0.086154
-0.0047248	-0.077920
-0.0041497	-0.069899
-0.0035745	-0.061883
-0.0029993	-0.053523
-0.0024241	-0.045388
-0.0018490	-0.037563
-0.0012738	-0.029674
-0.00069862	-0.021664
-0.00012345	-0.013653
0.37167	-0.0056429
1.0755	0.00052849
1.6209	0.0050741
2.7407	0.012950
3.8718	0.020723
5.0144	0.028771
6.1362	0.036819
7.3414	0.044867
8.4966	0.052916
9.5753	0.060949
10.656	0.068979
11.790	0.077008
12.911	0.085037
13.991	0.093067
15.040	0.10110
16.081	0.10913
17.084	0.11715
18.049	0.12518
19.085	0.13313
19.990	0.14175
20.840	0.14978
21.692	0.15780
22.495	0.16583
23.368	0.17386
24.273	0.18189
25.271	0.19004
26.170	0.19796
27.005	0.20577
27.968	0.21416
28.970	0.22227
29.937	0.23037
31.016	0.23833
31.954	0.24591
32.880	0.25383
33.811	0.26182
34.661	0.27027
35.496	0.27820
0.11127	
