Force (N)	Déformation (mm)
	
0.00000	-0.15688
0.00000	-0.14729
0.00000	-0.13543
0.00000	-0.12493
0.00000	-0.11462
0.00000	-0.10399
0.00000	-0.093595
0.00000	-0.082737
0.00000	-0.071784
0.00000	-0.062079
0.00000	-0.051106
0.00000	-0.040477
0.00000	-0.029663
0.11368	-0.018472
0.56781	-0.0086412
1.1433	0.00091300
1.5545	0.0092944
2.2394	0.019622
2.9284	0.030685
3.7046	0.041066
4.3962	0.052505
5.1226	0.063407
5.7716	0.073479
6.4305	0.083867
7.1317	0.094342
7.8512	0.10507
8.5158	0.11545
9.1805	0.12662
9.8359	0.13711
10.461	0.14776
11.087	0.15811
11.720	0.16877
12.384	0.18019
12.942	0.19074
13.579	0.20125
14.265	0.21189
14.822	0.22250
15.486	0.23404
16.104	0.24416
16.717	0.25455
17.434	0.26571
17.935	0.27643
18.550	0.28593
19.213	0.29741
19.829	0.30778
20.431	0.31864
21.059	0.32978
21.677	0.34050
22.247	0.35048
22.858	0.36182
23.439	0.37278
24.034	0.38262
24.595	0.39396
25.169	0.40450
25.728	0.41555
26.176	0.42508
26.734	0.43665
27.267	0.44749
27.832	0.45784
28.314	0.46849
28.789	0.47927
29.230	0.48953
29.753	0.50012
30.306	0.51053
30.827	0.52128
31.347	0.53269
31.696	0.54379
32.135	0.55445
32.568	0.56405
33.026	0.57540
33.495	0.58618
33.932	0.59608
34.268	0.60762
34.705	0.61812
35.141	0.62843
35.509	0.63952
35.859	0.65058
36.252	0.66077
36.660	0.67094
37.013	0.68160
37.437	0.69225
37.748	0.70383
38.067	0.71449
38.443	0.72514
38.838	0.73579
39.150	0.74645
39.462	0.75711
39.755	0.76778
40.093	0.77844
40.399	0.78911
40.757	0.79877
41.012	0.80987
41.454	0.82056
41.765	0.83125
42.045	0.84194
42.320	0.85264
42.575	0.86340
42.830	0.87426
8.0301	
