Force (N)	Déformation (mm)
	
0.00000	-0.13868
0.00000	-0.12915
0.00000	-0.11906
0.00000	-0.10965
0.00000	-0.10063
0.00000	-0.090359
0.00000	-0.080968
0.00000	-0.072086
0.00000	-0.062350
0.00000	-0.051865
0.00000	-0.042616
0.00000	-0.033525
0.00000	-0.022786
0.25927	-0.014022
0.83517	-0.0037203
1.1424	0.0016407
1.7054	0.010436
2.3937	0.020727
3.0369	0.030866
3.6809	0.040291
4.2904	0.049325
4.9604	0.059834
5.6403	0.069268
6.3234	0.079402
6.9212	0.088176
7.6242	0.098416
8.1311	0.10828
8.7167	0.11677
9.3562	0.12707
9.9340	0.13722
10.479	0.14567
11.124	0.15588
11.652	0.16607
12.185	0.17507
12.707	0.18452
13.287	0.19483
13.931	0.20424
14.487	0.21439
15.029	0.22334
15.631	0.23423
16.214	0.24262
16.717	0.25180
17.364	0.26217
17.936	0.27236
18.480	0.28164
19.056	0.29116
19.594	0.30073
20.161	0.31016
20.689	0.32029
21.273	0.32965
21.828	0.33919
22.377	0.34838
22.848	0.35914
23.465	0.36844
23.966	0.37779
24.522	0.38777
25.012	0.39690
25.567	0.40709
26.060	0.41624
26.535	0.42618
27.035	0.43573
27.513	0.44543
27.990	0.45510
28.417	0.46455
28.895	0.47388
29.382	0.48388
29.865	0.49375
30.341	0.50331
30.809	0.51331
31.226	0.52295
31.630	0.53260
32.056	0.54224
32.447	0.55189
32.799	0.56110
33.220	0.57144
33.697	0.58078
34.043	0.59085
34.463	0.60049
34.796	0.60975
35.242	0.61928
35.523	0.62897
35.872	0.63824
36.223	0.64767
36.629	0.65739
37.027	0.66710
37.361	0.67758
37.667	0.68649
37.998	0.69632
38.316	0.70506
38.617	0.71619
38.933	0.72571
39.284	0.73536
39.609	0.74500
39.932	0.75464
40.228	0.76365
40.497	0.77342
40.831	0.78320
41.111	0.79353
0.098391	
