Force (N)	Déformation (mm)
	
-0.000044102	-0.25063
-0.000088275	-0.24324
-0.00013245	-0.23658
-0.00017662	-0.22752
-0.00022079	-0.21992
-0.00026497	-0.21254
-0.00030914	-0.20496
-0.00035331	-0.19732
-0.00039748	-0.18970
-0.00044166	-0.18239
-0.00048583	-0.17488
-0.00053000	-0.16684
-0.00057417	-0.15924
-0.00061835	-0.15135
-0.00066252	-0.14399
-0.00070669	-0.13587
-0.00075087	-0.12883
-0.00079504	-0.12107
-0.00083921	-0.11317
-0.00088338	-0.10591
-0.00092756	-0.097663
-0.00097173	-0.090048
-0.0010159	-0.081773
-0.0010601	-0.075281
-0.0011042	-0.066684
-0.0011484	-0.059381
-0.0011926	-0.051561
-0.0012368	-0.044481
-0.0012809	-0.035777
-0.0013251	-0.028308
-0.0013693	-0.021108
0.34008	-0.012868
0.68626	-0.0056284
1.0633	0.00093139
1.2993	0.0059920
1.7525	0.013965
2.1955	0.021536
2.6758	0.028953
3.1444	0.036503
3.6563	0.044449
4.0463	0.051623
4.4827	0.060183
4.9013	0.067677
5.3345	0.075084
5.7695	0.082560
6.2159	0.091184
6.6404	0.097743
7.1681	0.10666
7.4899	0.11344
8.0360	0.12166
8.3521	0.12860
8.7943	0.13642
9.2353	0.14512
9.6212	0.15345
10.081	0.16025
10.401	0.16718
10.802	0.17581
11.236	0.18236
11.634	0.19076
12.053	0.19745
12.511	0.20616
12.882	0.21361
13.244	0.22143
13.655	0.22876
14.035	0.23615
14.480	0.24453
14.858	0.25188
15.303	0.25964
15.663	0.26686
16.081	0.27556
16.440	0.28301
16.856	0.29101
17.252	0.29847
17.577	0.30596
18.044	0.31377
18.408	0.32230
18.925	0.32897
19.287	0.33699
19.699	0.34452
20.036	0.35206
20.418	0.35941
20.825	0.36706
21.258	0.37471
21.588	0.38272
21.921	0.39039
22.347	0.39816
22.683	0.40566
23.025	0.41271
23.393	0.42047
23.761	0.42824
24.137	0.43617
24.413	0.44360
24.836	0.45233
25.160	0.45945
25.497	0.46751
25.800	0.47570
26.128	0.48304
26.411	0.49009
4.1610	
