Force (N)	Déformation (mm)
	
-0.036959	-0.33610
-0.035769	-0.32593
-0.034579	-0.31575
-0.033389	-0.30593
-0.032200	-0.29652
-0.031010	-0.28616
-0.029820	-0.27576
-0.028631	-0.26585
-0.027441	-0.25679
-0.026251	-0.24675
-0.025061	-0.23605
-0.023872	-0.22650
-0.022682	-0.21580
-0.021492	-0.20626
-0.020302	-0.19621
-0.019113	-0.18659
-0.017923	-0.17597
-0.016733	-0.16550
-0.015543	-0.15614
-0.014354	-0.14575
-0.013164	-0.13630
-0.011974	-0.12518
-0.010784	-0.11555
-0.0095947	-0.10587
-0.0084050	-0.095911
-0.0072152	-0.085638
-0.0060255	-0.075653
-0.0048358	-0.065426
-0.0036460	-0.055579
-0.0024563	-0.045879
-0.0012666	-0.035879
-0.000076822	-0.025833
0.21163	-0.015172
0.70914	-0.0054855
1.0550	-0.00046865
1.5722	0.0099023
2.1285	0.019905
2.6649	0.029004
3.1992	0.039277
3.7907	0.049608
4.3700	0.059726
4.9274	0.069729
5.5382	0.079624
6.0797	0.089300
6.6250	0.099780
7.1096	0.11003
7.6984	0.11974
8.2224	0.13006
8.7712	0.13967
9.2982	0.14987
9.7601	0.16015
10.369	0.17029
10.893	0.18119
11.473	0.19033
11.978	0.19999
12.506	0.21044
13.065	0.22056
13.638	0.23026
14.099	0.24065
14.704	0.25060
15.251	0.26162
15.723	0.27005
16.184	0.28059
16.747	0.29070
17.289	0.30102
17.801	0.31104
18.305	0.32086
18.832	0.33060
19.414	0.34071
19.878	0.35084
20.367	0.36112
20.829	0.37126
21.343	0.38103
21.857	0.39079
22.221	0.40064
22.758	0.41180
23.153	0.42181
23.562	0.43134
24.051	0.44129
24.520	0.45198
24.917	0.46201
25.321	0.47204
25.732	0.48207
26.144	0.49210
26.522	0.50217
26.997	0.51224
27.411	0.52202
27.739	0.53272
28.117	0.54277
28.501	0.55282
28.869	0.56274
29.228	0.57201
29.643	0.58216
29.987	0.59114
30.467	0.60181
30.779	0.61237
31.162	0.62165
31.537	0.63292
2.6089	
