Force (N)	Déformation (mm)
	
0.076294	-0.55037
0.076294	-0.53908
0.076294	-0.52712
0.076294	-0.51574
0.076294	-0.50462
0.076294	-0.49226
0.076294	-0.48062
0.076294	-0.46994
0.076294	-0.45779
0.076294	-0.44601
0.076294	-0.43428
0.076294	-0.42265
0.076294	-0.41199
0.076294	-0.40029
0.076294	-0.38871
0.076294	-0.37683
0.076294	-0.36584
0.076294	-0.35342
0.076294	-0.34192
0.076294	-0.33052
0.076294	-0.31916
0.076294	-0.30722
0.076294	-0.29635
0.076294	-0.28443
0.076294	-0.27197
0.076294	-0.26065
0.076294	-0.24926
0.076294	-0.23775
0.076294	-0.22566
0.076294	-0.21457
0.076294	-0.20348
0.076294	-0.19175
0.076294	-0.17933
0.076294	-0.16804
0.076294	-0.15658
0.076294	-0.14536
0.076294	-0.13353
0.076294	-0.12164
0.076294	-0.11056
0.076294	-0.098824
0.076294	-0.087098
0.076294	-0.074534
0.076294	-0.063089
0.076294	-0.052541
0.076294	-0.040791
0.076294	-0.029368
0.20738	-0.016920
0.75802	-0.0055128
1.0847	0.00092455
1.6367	0.012153
2.1519	0.024928
2.7925	0.036023
3.4017	0.047670
3.9597	0.058998
4.4904	0.070971
5.0594	0.081702
5.6740	0.094032
6.2492	0.10525
6.8054	0.11656
7.3998	0.12822
7.9725	0.14033
8.5807	0.15205
9.1481	0.16374
9.6982	0.17543
10.245	0.18722
10.770	0.19875
11.305	0.21028
11.946	0.22138
12.440	0.23317
12.965	0.24476
13.536	0.25635
14.058	0.26795
14.570	0.27954
15.071	0.29113
15.582	0.30272
16.112	0.31426
16.610	0.32579
17.108	0.33732
17.606	0.34885
18.103	0.36039
18.580	0.37194
19.056	0.38349
19.525	0.39503
19.977	0.40656
20.376	0.41797
20.882	0.42935
21.301	0.44195
21.709	0.45357
22.165	0.46529
22.552	0.47699
22.963	0.48828
23.378	0.49978
23.757	0.51131
24.119	0.52268
24.475	0.53410
24.861	0.54578
25.247	0.55754
25.642	0.56953
4.6916	
