Force (N)	Déformation (mm)
	
0.039195	-0.38337
0.040244	-0.37399
0.041293	-0.36338
0.042341	-0.35336
0.043390	-0.34295
0.044439	-0.33338
0.045488	-0.32209
0.046537	-0.31193
0.047586	-0.30232
0.048635	-0.29201
0.049684	-0.28070
0.050733	-0.27086
0.051782	-0.26053
0.052831	-0.25045
0.053880	-0.24036
0.054929	-0.23011
0.055978	-0.22031
0.057026	-0.20942
0.058075	-0.19943
0.059124	-0.18925
0.060173	-0.17903
0.061222	-0.16842
0.062271	-0.15880
0.063320	-0.14751
0.064369	-0.13795
0.065418	-0.12736
0.066467	-0.11708
0.067516	-0.10679
0.068565	-0.096420
0.069614	-0.086037
0.070663	-0.075675
0.071712	-0.065329
0.072760	-0.054982
0.073809	-0.045065
0.074858	-0.035712
0.075907	-0.025442
0.27648	-0.015015
0.75751	-0.0049919
1.0977	0.00083060
1.6844	0.010685
2.2174	0.021280
2.7735	0.030902
3.4203	0.041825
3.9370	0.052263
4.6029	0.062560
5.1151	0.072274
5.6702	0.083126
6.2858	0.093386
6.8601	0.10359
7.4193	0.11276
7.9860	0.12342
8.5475	0.13366
9.2477	0.14390
9.7647	0.15443
10.329	0.16469
10.899	0.17494
11.478	0.18519
12.040	0.19544
12.529	0.20569
13.017	0.21595
13.598	0.22619
14.092	0.23637
14.540	0.24656
15.123	0.25664
15.651	0.26773
16.182	0.27801
16.733	0.28829
17.222	0.29857
17.657	0.30885
18.148	0.31913
18.602	0.32892
19.046	0.33896
19.504	0.34934
19.963	0.35973
20.484	0.37003
20.940	0.38035
21.392	0.39058
21.844	0.40037
22.301	0.41058
22.759	0.42080
23.179	0.43102
23.601	0.44124
23.964	0.45183
24.361	0.46171
24.859	0.47235
25.220	0.48260
25.601	0.49285
25.983	0.50313
26.352	0.51344
26.714	0.52374
27.097	0.53405
27.495	0.54379
27.847	0.55464
28.142	0.56504
28.496	0.57545
28.846	0.58538
29.143	0.59522
29.447	0.60612
0.18311	
