Force (N)	Déformation (mm)
	
0.076212	-0.34588
0.076129	-0.33823
0.076047	-0.33130
0.075964	-0.32404
0.075882	-0.31545
0.075800	-0.30783
0.075717	-0.30021
0.075635	-0.29199
0.075552	-0.28414
0.075470	-0.27678
0.075388	-0.26923
0.075305	-0.26205
0.075223	-0.25393
0.075140	-0.24567
0.075058	-0.23803
0.074976	-0.23087
0.074893	-0.22315
0.074811	-0.21543
0.074728	-0.20760
0.074646	-0.20015
0.074564	-0.19270
0.074481	-0.18370
0.074399	-0.17614
0.074316	-0.16858
0.074234	-0.16088
0.074152	-0.15314
0.074069	-0.14539
0.073987	-0.13765
0.073904	-0.13061
0.073822	-0.12257
0.073740	-0.11477
0.073657	-0.10690
0.073575	-0.099092
0.073492	-0.091312
0.073410	-0.083558
0.073328	-0.075839
0.073245	-0.068184
0.073163	-0.060605
0.073080	-0.052919
0.072998	-0.045215
0.072916	-0.037512
0.072833	-0.028330
0.072751	-0.020971
0.16144	-0.013292
0.55814	-0.0054878
1.0729	0.00021524
1.2102	0.0037235
1.7167	0.011646
2.2329	0.019566
2.7304	0.027333
3.2376	0.035099
3.7540	0.042446
4.2705	0.049833
4.7590	0.057876
5.2760	0.065746
5.8240	0.073616
6.3450	0.081060
6.8775	0.089669
7.3723	0.097344
7.9014	0.10502
8.3890	0.11181
8.9645	0.11996
9.4633	0.12772
9.9305	0.13519
10.452	0.14328
10.947	0.15101
11.462	0.15874
11.940	0.16682
12.481	0.17458
12.977	0.18233
13.463	0.19009
13.951	0.19785
14.360	0.20561
14.899	0.21337
15.372	0.22112
15.833	0.22882
16.302	0.23649
16.773	0.24415
17.257	0.25172
17.742	0.25853
18.206	0.26766
18.634	0.27463
19.060	0.28232
19.482	0.29001
19.907	0.29770
20.333	0.30539
20.836	0.31304
21.261	0.32068
21.678	0.32833
22.091	0.33602
22.499	0.34374
22.902	0.35146
23.303	0.35917
23.703	0.36689
24.100	0.37461
24.497	0.38232
24.884	0.39121
25.266	0.39897
0.15343	
