Force (N)	Déformation (mm)
	
0.042115	-0.57202
0.046087	-0.56050
0.050060	-0.54819
0.054032	-0.53646
0.057935	-0.52428
0.061558	-0.51089
0.065180	-0.49911
0.068803	-0.48760
0.072425	-0.47409
0.076048	-0.46266
0.079670	-0.45031
0.083293	-0.43857
0.086915	-0.42579
0.090538	-0.41390
0.094160	-0.40193
0.097783	-0.38973
0.10141	-0.37787
0.089113	-0.36557
0.075277	-0.35324
0.061442	-0.34046
0.041840	-0.32900
0.016397	-0.31698
-0.022079	-0.30426
0.033997	-0.29211
0.035327	-0.28028
0.036657	-0.26701
0.037987	-0.25531
0.039317	-0.24301
0.040647	-0.23006
0.041977	-0.21780
0.043306	-0.20554
0.044636	-0.19395
0.045966	-0.18162
0.047296	-0.16994
0.048626	-0.15754
0.049956	-0.14461
0.051286	-0.13335
0.052616	-0.12083
0.053946	-0.10890
0.055276	-0.096685
0.056606	-0.083998
0.057936	-0.072475
0.059266	-0.059176
0.060596	-0.047024
0.061926	-0.034873
0.063256	-0.022889
0.49206	-0.011472
1.0903	0.00045624
1.3710	0.0077505
2.0025	0.020030
2.6295	0.031637
3.3007	0.044863
3.9300	0.056321
4.5380	0.068179
5.2218	0.080351
5.8610	0.092971
6.4429	0.10587
7.1201	0.11813
7.6829	0.13011
8.2894	0.14227
8.9388	0.15443
9.5423	0.16659
10.146	0.17828
10.749	0.19062
11.369	0.20236
11.973	0.21559
12.568	0.22779
13.159	0.24000
13.782	0.25220
14.338	0.26441
14.851	0.27626
15.430	0.28839
15.986	0.30059
16.542	0.31278
17.103	0.32498
17.661	0.33699
18.197	0.34954
18.710	0.36180
19.225	0.37405
19.746	0.38616
20.182	0.39879
20.786	0.41095
21.295	0.42306
21.788	0.43521
22.255	0.44746
22.722	0.45960
23.178	0.47180
23.619	0.48409
24.059	0.49636
24.500	0.50857
24.941	0.52078
25.382	0.53299
25.816	0.54521
26.234	0.55742
26.653	0.56943
27.069	0.58139
27.484	0.59342
27.887	0.60593
0.11444	
