Force (N)	Déformation (mm)
	
0.038147	-0.30445
0.038147	-0.29808
0.038147	-0.29176
0.038147	-0.28513
0.038147	-0.27986
0.038147	-0.27351
0.038147	-0.26613
0.038147	-0.25994
0.038147	-0.25383
0.038147	-0.24859
0.038147	-0.24067
0.038147	-0.23454
0.038147	-0.22841
0.038147	-0.22219
0.038147	-0.21574
0.038147	-0.20933
0.038147	-0.20293
0.038147	-0.19638
0.038147	-0.18939
0.038147	-0.18334
0.038147	-0.17696
0.038147	-0.17117
0.038147	-0.16474
0.038147	-0.15851
0.038147	-0.15097
0.038147	-0.14569
0.038147	-0.13895
0.038147	-0.13154
0.038147	-0.12612
0.038147	-0.12021
0.038147	-0.11317
0.038147	-0.10688
0.038147	-0.10094
0.038147	-0.095000
0.038147	-0.088478
0.038147	-0.080688
0.038147	-0.075024
0.038147	-0.068141
0.038147	-0.062397
0.038147	-0.056248
0.038147	-0.049551
0.038147	-0.042854
0.038147	-0.036785
0.038147	-0.030883
0.038147	-0.023762
0.038147	-0.016868
0.31386	-0.011396
0.69061	-0.0049964
1.1360	0.00051719
1.3274	0.0041605
1.7665	0.010534
2.2090	0.017146
2.6660	0.023370
3.1251	0.029825
3.6032	0.035911
4.0553	0.042330
4.5559	0.048661
5.0408	0.054911
5.4458	0.062004
5.9740	0.068202
6.3709	0.073955
6.8455	0.080471
7.3034	0.087022
7.7826	0.094142
8.2405	0.10014
8.7040	0.10650
9.1697	0.11302
9.5852	0.11897
10.050	0.12535
10.511	0.13165
10.973	0.13861
11.484	0.14529
11.917	0.15113
12.424	0.15742
12.816	0.16419
13.322	0.17076
13.747	0.17655
14.204	0.18275
14.666	0.18894
15.145	0.19592
15.522	0.20252
16.022	0.20915
16.514	0.21509
16.960	0.22163
17.311	0.22793
17.733	0.23424
18.156	0.24054
18.675	0.24731
19.059	0.25308
19.437	0.25930
19.976	0.26558
20.336	0.27252
20.860	0.27908
21.247	0.28558
21.694	0.29200
22.069	0.29797
22.481	0.30521
22.856	0.31113
0.076294	
