Force (N)	Déformation (mm)
	
0.00038169	-0.42069
0.00076402	-0.41344
0.0011464	-0.40626
0.0015287	-0.39925
0.0019110	-0.39252
0.0022934	-0.38429
0.0026757	-0.37719
0.0030580	-0.37090
0.0034404	-0.36376
0.0038227	-0.35587
0.0042050	-0.34871
0.0045874	-0.34167
0.0049697	-0.33451
0.0053520	-0.32779
0.0057344	-0.31995
0.0061167	-0.31275
0.0064990	-0.30542
0.0068814	-0.29862
0.0072637	-0.29150
0.0076460	-0.28412
0.0080284	-0.27672
0.0084107	-0.26955
0.0087930	-0.26252
0.0091754	-0.25483
0.0095577	-0.24803
0.0099400	-0.24018
0.010322	-0.23295
0.010705	-0.22571
0.011087	-0.21876
0.011469	-0.21174
0.011852	-0.20413
0.012234	-0.19671
0.012616	-0.19000
0.012999	-0.18258
0.013381	-0.17547
0.013763	-0.16809
0.014146	-0.16083
0.014528	-0.15354
0.014910	-0.14691
0.015293	-0.13960
0.015675	-0.13153
0.016057	-0.12531
0.016440	-0.11706
0.016822	-0.11061
0.017204	-0.10275
0.017587	-0.095999
0.017969	-0.088623
0.018351	-0.081485
0.018734	-0.074098
0.019792	-0.066771
0.026249	-0.059601
0.032706	-0.052649
0.039163	-0.045537
0.045620	-0.037425
0.052077	-0.030710
0.058534	-0.023981
0.10084	-0.015986
0.51289	-0.0078640
0.98890	-0.0016965
1.1684	0.0019776
1.5533	0.0088153
2.0257	0.016195
2.4894	0.023083
2.9855	0.030468
3.3969	0.037294
3.8710	0.044545
4.3338	0.052157
4.7550	0.059616
5.2088	0.066293
5.7466	0.074341
6.2295	0.080726
6.7018	0.087909
7.1118	0.095093
7.5475	0.10228
7.9831	0.11004
8.4534	0.11711
8.9514	0.12430
9.3831	0.13207
9.8353	0.13908
10.292	0.14642
10.748	0.15374
11.189	0.16100
11.677	0.16823
12.152	0.17546
12.610	0.18174
13.079	0.18953
13.499	0.19632
13.957	0.20420
14.327	0.21152
14.765	0.21886
15.130	0.22622
15.650	0.23319
16.017	0.23995
16.425	0.24713
16.837	0.25440
17.305	0.26167
17.726	0.26895
18.114	0.27622
0.038147	
