Force (N)	Déformation (mm)
	
0.00053697	-0.41770
0.0010748	-0.41008
0.0016127	-0.40295
0.0021506	-0.39582
0.0026884	-0.38919
0.0032263	-0.38111
0.0037641	-0.37374
0.0043020	-0.36662
0.0048399	-0.35863
0.0053777	-0.35146
0.0059156	-0.34429
0.0064534	-0.33701
0.0069913	-0.32936
0.0075292	-0.32201
0.0080670	-0.31489
0.0086049	-0.30720
0.0091427	-0.29939
0.0096806	-0.29174
0.010218	-0.28462
0.010756	-0.27713
0.011294	-0.27058
0.011832	-0.26300
0.012370	-0.25534
0.012908	-0.24769
0.013446	-0.24035
0.013983	-0.23298
0.014521	-0.22561
0.015059	-0.21828
0.015597	-0.21056
0.016135	-0.20392
0.016673	-0.19530
0.017211	-0.18796
0.017749	-0.18061
0.018286	-0.17373
0.018824	-0.16613
0.035595	-0.15865
0.063553	-0.15159
0.063554	-0.14432
0.063556	-0.13616
0.063557	-0.12865
0.063558	-0.12232
0.063560	-0.11389
0.063561	-0.10656
0.063563	-0.099315
0.063564	-0.092806
0.063565	-0.085052
0.063567	-0.077433
0.063568	-0.070618
0.063569	-0.062175
0.063571	-0.055435
0.063572	-0.048048
0.063574	-0.040573
0.063575	-0.032639
0.063576	-0.025816
0.063578	-0.017773
0.29964	-0.010565
0.83618	-0.0032958
1.1327	0.00087644
1.5389	0.0068981
1.9981	0.014176
2.7244	0.021587
3.1751	0.028642
3.7136	0.036353
4.3156	0.044224
4.8985	0.050735
5.4552	0.058106
6.0345	0.066157
6.6563	0.073494
7.1334	0.080351
7.7649	0.088382
8.2302	0.095483
8.8415	0.10352
9.4223	0.10997
9.9278	0.11719
10.507	0.12466
11.043	0.13251
11.619	0.13991
12.241	0.14791
12.775	0.15555
13.267	0.16198
13.853	0.17015
14.414	0.17740
14.981	0.18560
15.514	0.19226
16.001	0.19974
16.630	0.20688
17.059	0.21437
17.537	0.22187
18.145	0.22866
18.711	0.23600
19.155	0.24409
19.703	0.25149
20.206	0.25889
20.628	0.26575
21.212	0.27371
21.626	0.28096
22.102	0.28822
22.653	0.29549
0.29558	
