Force (N)	Déformation (mm)
	
0.00053726	-0.59273
0.0010752	-0.58367
0.0016132	-0.57431
0.0021512	-0.56520
0.0026891	-0.55595
0.0032271	-0.54678
0.0037650	-0.53747
0.0043030	-0.52770
0.0048410	-0.51873
0.0053789	-0.50907
0.0059169	-0.49971
0.0064549	-0.49022
0.0069928	-0.48095
0.0075308	-0.47093
0.0080687	-0.46261
0.0086067	-0.45290
0.0091447	-0.44309
0.0096826	-0.43435
0.010221	-0.42426
0.010759	-0.41555
0.011297	-0.40598
0.011834	-0.39566
0.012372	-0.38748
0.012910	-0.37838
0.013448	-0.36772
0.013986	-0.35861
0.014524	-0.34906
0.015062	-0.33971
0.015600	-0.33044
0.016138	-0.32171
0.016676	-0.31208
0.017214	-0.30295
0.017752	-0.29368
0.018290	-0.28376
0.018828	-0.27481
0.022529	-0.26534
0.028885	-0.25601
0.035241	-0.24634
0.041598	-0.23748
0.047954	-0.22798
0.054310	-0.21828
0.060666	-0.20923
0.058012	-0.19966
0.047737	-0.19074
0.037463	-0.18028
0.027188	-0.17125
0.019769	-0.16180
0.021000	-0.15206
0.022231	-0.14307
0.023462	-0.13388
0.024692	-0.12453
0.025923	-0.11538
0.027154	-0.10592
0.028385	-0.095946
0.029616	-0.087425
0.030847	-0.077168
0.032078	-0.067970
0.033309	-0.058292
0.034540	-0.048608
0.035771	-0.040079
0.037002	-0.031674
0.038233	-0.020732
0.38458	-0.012070
0.88014	-0.0023255
1.1062	0.0018143
1.6474	0.011030
2.2116	0.020219
2.8210	0.029800
3.3134	0.039138
3.8239	0.048249
4.4395	0.058223
4.8970	0.066692
5.4348	0.075840
5.9996	0.085653
6.5748	0.095368
7.2148	0.10485
7.7977	0.11389
8.3167	0.12363
8.8703	0.13302
9.4608	0.14241
10.060	0.15181
10.596	0.16120
11.092	0.17035
11.683	0.17974
12.173	0.18871
12.763	0.19880
13.301	0.20818
13.841	0.21757
14.381	0.22696
14.850	0.23635
15.345	0.24574
15.828	0.25512
16.374	0.26415
16.835	0.27313
17.363	0.28228
17.776	0.29176
18.318	0.30124
18.758	0.31095
4.4681	
