Force (N)	Déformation (mm)
	
0.00078338	-0.42035
0.0015679	-0.41195
0.0023524	-0.40356
0.0031369	-0.39589
0.0039214	-0.38731
0.0047059	-0.37793
0.0054905	-0.37011
0.0062750	-0.36164
0.0070595	-0.35363
0.0078440	-0.34523
0.0086285	-0.33672
0.0094130	-0.32814
0.010198	-0.31956
0.010982	-0.31097
0.011767	-0.30296
0.012551	-0.29418
0.013336	-0.28554
0.014120	-0.27733
0.014905	-0.26829
0.015689	-0.26040
0.016474	-0.25208
0.017258	-0.24272
0.018043	-0.23428
0.018827	-0.22592
0.019612	-0.21785
0.020396	-0.20920
0.021181	-0.20069
0.021965	-0.19161
0.022750	-0.18371
0.023534	-0.17530
0.024319	-0.16677
0.025103	-0.15793
0.025888	-0.14923
0.026672	-0.14120
0.027457	-0.13321
0.028241	-0.12409
0.029026	-0.11648
0.029810	-0.10723
0.030595	-0.099059
0.031379	-0.091051
0.032164	-0.082344
0.032948	-0.074003
0.033733	-0.064596
0.034517	-0.056411
0.035302	-0.047963
0.036086	-0.039515
0.036871	-0.031718
0.037655	-0.022932
0.14672	-0.014210
0.65697	-0.0055522
1.0755	0.00039460
1.4103	0.0069218
2.0695	0.015632
2.6146	0.023999
3.1051	0.033019
3.7882	0.041178
4.2626	0.049058
4.9251	0.058256
5.5127	0.066727
6.1110	0.074683
6.6783	0.082567
7.3500	0.091972
7.8858	0.099718
8.4544	0.10852
9.0566	0.11686
9.6395	0.12564
10.213	0.13402
10.800	0.14213
11.377	0.15125
12.006	0.15956
12.596	0.16680
13.170	0.17642
13.785	0.18490
14.345	0.19352
14.896	0.20200
15.414	0.21000
15.989	0.21845
16.546	0.22690
17.057	0.23587
17.605	0.24435
18.181	0.25284
18.685	0.26132
19.268	0.26981
19.776	0.27835
20.284	0.28695
20.793	0.29558
21.309	0.30423
21.802	0.31287
22.270	0.32042
22.758	0.32881
23.227	0.33721
23.644	0.34560
24.168	0.35397
24.640	0.36350
25.005	0.37124
25.443	0.37946
25.882	0.38773
26.350	0.39664
9.5608	
