Force (N)	Déformation (mm)
	
0.0010310	-0.27141
0.0020639	-0.26489
0.0030967	-0.25824
0.0041296	-0.25141
0.0051625	-0.24527
0.0061954	-0.23796
0.0072282	-0.23140
0.0082611	-0.22485
0.0092940	-0.21881
0.010327	-0.21100
0.011360	-0.20447
0.012393	-0.19786
0.013425	-0.19221
0.014458	-0.18435
0.015491	-0.17829
0.016524	-0.17156
0.017557	-0.16440
0.018590	-0.15714
0.019623	-0.15129
0.020656	-0.14468
0.021688	-0.13780
0.022721	-0.13067
0.023754	-0.12459
0.024787	-0.11726
0.025820	-0.11088
0.026853	-0.10425
0.027886	-0.096964
0.028919	-0.090377
0.029951	-0.083986
0.030984	-0.077077
0.032017	-0.069884
0.033050	-0.063494
0.034083	-0.057026
0.035116	-0.049733
0.036149	-0.043279
0.037182	-0.036982
0.038214	-0.029835
0.065189	-0.023277
0.13978	-0.016059
0.42484	-0.0099414
0.85529	-0.0028841
1.0832	0.0018845
1.4413	0.0062287
1.8639	0.013320
2.2832	0.019628
2.7221	0.026774
3.1382	0.033607
3.5360	0.040188
3.9685	0.046927
4.3951	0.054042
4.7684	0.059736
5.2571	0.066868
5.6214	0.074081
6.0829	0.080589
6.5179	0.086917
6.9994	0.094516
7.4003	0.10038
7.8445	0.10771
8.2848	0.11429
8.6738	0.12087
9.0736	0.12776
9.4945	0.13515
9.8706	0.14094
10.304	0.14777
10.734	0.15404
11.135	0.16201
11.468	0.16803
11.871	0.17436
12.206	0.18065
12.687	0.18839
12.957	0.19430
13.321	0.20121
13.680	0.20811
14.039	0.21498
14.325	0.22184
14.760	0.22849
15.117	0.23473
15.391	0.24182
15.728	0.24922
16.059	0.25595
16.343	0.26268
16.753	0.26937
17.010	0.27565
17.348	0.28268
17.681	0.28953
18.056	0.29619
18.327	0.30241
18.622	0.30912
19.096	0.31582
19.439	0.32253
19.731	0.32924
20.094	0.33593
20.430	0.34261
20.766	0.34928
21.102	0.35596
21.438	0.36339
21.771	0.37011
22.098	0.37687
0.11444	
