Force (N)	Déformation (mm)
	
0.038147	-0.73577
0.038147	-0.72090
0.038147	-0.70738
0.038147	-0.69279
0.038147	-0.68022
0.038147	-0.66567
0.038147	-0.65163
0.038147	-0.63704
0.038147	-0.62410
0.038147	-0.60911
0.038147	-0.59524
0.038147	-0.58100
0.038147	-0.56717
0.038147	-0.55274
0.038147	-0.53960
0.038147	-0.52576
0.038147	-0.51077
0.038147	-0.49708
0.038147	-0.48293
0.038147	-0.46933
0.038147	-0.45559
0.038147	-0.44103
0.038147	-0.42706
0.038147	-0.41348
0.038147	-0.39945
0.038147	-0.38535
0.038147	-0.37119
0.038147	-0.35722
0.038147	-0.34339
0.038147	-0.32973
0.038147	-0.31500
0.038147	-0.30108
0.038147	-0.28721
0.038147	-0.27334
0.038147	-0.25891
0.038147	-0.24472
0.038147	-0.23072
0.038147	-0.21694
0.038147	-0.20336
0.038147	-0.18981
0.038147	-0.17543
0.038147	-0.16076
0.038147	-0.14727
0.038147	-0.13357
0.038147	-0.11960
0.038147	-0.10482
0.038147	-0.091870
0.038147	-0.077405
0.038147	-0.063085
0.038147	-0.049675
0.21650	-0.035308
0.56923	-0.020787
0.75162	-0.0077961
0.99355	0.0020385
1.1798	0.015676
1.7341	0.030201
2.1512	0.044554
2.5888	0.057752
2.9741	0.071730
3.4556	0.085979
3.8633	0.10007
4.3492	0.11445
4.8176	0.12764
5.3128	0.14167
5.7744	0.15547
6.2298	0.16960
6.6620	0.18364
7.0410	0.19768
7.6326	0.21172
8.0063	0.22518
8.4265	0.23972
8.9325	0.25445
9.4125	0.26760
9.8497	0.28180
10.276	0.29591
10.714	0.30952
11.144	0.32347
11.581	0.33743
12.033	0.35141
12.452	0.36544
12.869	0.37950
13.300	0.39375
13.734	0.40777
14.167	0.42180
14.594	0.43654
14.952	0.45000
15.421	0.46412
15.830	0.47791
16.239	0.49167
16.646	0.50634
17.046	0.52015
17.447	0.53402
17.840	0.54803
18.216	0.56202
18.592	0.57598
18.983	0.58985
19.308	0.60372
19.688	0.61818
	0.63178
