Force (N)	Déformation (mm)
	-0.65183
0.040644	-0.64494
0.043144	-0.63208
0.045644	-0.61982
0.048144	-0.60721
0.050644	-0.59474
0.053144	-0.58236
0.055644	-0.56942
0.060131	-0.55738
0.068013	-0.54412
0.075895	-0.53244
0.083777	-0.51953
0.091659	-0.50741
0.037497	-0.49445
0.032639	-0.48205
0.027781	-0.46924
0.022924	-0.45676
0.015796	-0.44437
0.048981	-0.43142
0.014167	-0.41942
0.013146	-0.40632
0.012125	-0.39351
0.011104	-0.38156
0.010083	-0.36901
0.0090626	-0.35636
0.0080416	-0.34355
0.0070207	-0.33102
0.0059998	-0.31859
0.0049788	-0.30622
0.0039579	-0.29323
0.0029370	-0.28124
0.0019161	-0.26831
0.00091756	-0.25624
0.00055582	-0.24341
0.00019408	-0.23095
-0.00016767	-0.21864
0.034840	-0.20493
0.025939	-0.19309
0.017037	-0.18097
0.0081362	-0.16747
-0.00076496	-0.15541
-0.0096662	-0.14268
-0.0026758	-0.13007
0.012593	-0.11793
0.027862	-0.10560
0.039409	-0.093099
0.046735	-0.080174
0.055428	-0.067864
0.064121	-0.055791
0.072814	-0.042380
0.075872	-0.030369
0.076588	-0.017888
0.71970	-0.0045653
1.1161	0.0011958
1.8792	0.014218
2.6206	0.026813
3.4060	0.038793
4.1771	0.051786
5.0407	0.063933
5.7729	0.076657
6.4602	0.089697
7.2002	0.10240
7.9389	0.11356
8.6169	0.12634
9.2729	0.13934
9.9555	0.15232
10.643	0.16431
11.323	0.17748
11.899	0.18920
12.590	0.20221
13.183	0.21447
13.889	0.22803
14.535	0.24017
15.205	0.25296
15.894	0.26563
16.542	0.27811
17.145	0.28966
17.782	0.30229
18.470	0.31492
19.113	0.32765
19.702	0.33972
20.423	0.35263
20.989	0.36505
21.594	0.37759
22.250	0.39007
22.804	0.40241
23.338	0.41486
23.923	0.42731
24.508	0.43977
25.039	0.45350
25.607	0.46608
26.153	0.47866
26.697	0.49121
27.243	0.50377
27.742	0.51632
28.241	0.52888
28.707	0.54143
29.185	0.55399
29.671	0.56652
0.14202	
