Force (N)	Déformation (mm)
	-0.65840
0.041427	-0.65135
0.044710	-0.63917
0.047993	-0.62742
0.051276	-0.61589
0.054559	-0.60410
0.057326	-0.59241
0.057880	-0.57940
0.058435	-0.56820
0.058989	-0.55657
0.059544	-0.54431
0.060098	-0.53234
0.060653	-0.52013
0.061208	-0.50791
0.061762	-0.49617
0.062317	-0.48487
0.062871	-0.47253
0.063426	-0.46088
0.063981	-0.44892
0.064743	-0.43649
0.072112	-0.42501
0.079481	-0.41304
0.086850	-0.40129
0.094219	-0.38914
0.10159	-0.37607
0.10896	-0.36498
0.0042290	-0.35281
0.0033291	-0.34111
0.0024291	-0.32911
0.0015291	-0.31727
0.00062908	-0.30446
0.062555	-0.29308
0.051163	-0.28042
0.039770	-0.26910
0.028378	-0.25667
0.016985	-0.24476
0.010023	-0.23368
0.0076578	-0.22154
0.0052922	-0.20905
0.0029266	-0.19790
0.00056105	-0.18498
-0.0018045	-0.17314
-0.0041701	-0.16156
0.037049	-0.14903
0.037503	-0.13738
0.037958	-0.12563
0.038413	-0.11325
0.038867	-0.10158
0.039322	-0.090072
0.039777	-0.077277
0.040835	-0.065778
0.054445	-0.053069
0.068055	-0.041404
0.080752	-0.029515
0.24279	-0.017661
0.75841	-0.0059807
1.1744	0.0026080
1.8520	0.014703
2.5056	0.025753
3.1213	0.038360
3.7941	0.049903
4.3968	0.062916
5.1657	0.074625
5.8351	0.086546
6.4939	0.098275
7.0974	0.10963
7.7055	0.12251
8.3890	0.13325
9.0141	0.14609
9.6795	0.15799
10.249	0.16956
10.789	0.18189
11.427	0.19392
12.038	0.20622
12.602	0.21782
13.107	0.22890
13.704	0.24143
14.309	0.25377
14.873	0.26574
15.402	0.27687
16.054	0.28896
16.598	0.30105
17.160	0.31315
17.817	0.32525
18.314	0.33735
18.833	0.34944
19.451	0.36156
20.023	0.37347
20.605	0.38455
21.160	0.39732
21.677	0.40881
22.193	0.42136
22.709	0.43332
23.255	0.44527
23.712	0.45731
24.204	0.46974
24.660	0.48072
25.219	0.49228
25.702	0.50467
3.9291	
