Force (N)	Déformation (mm)
	
0.040005	-0.57181
0.041865	-0.55629
0.043725	-0.54129
0.045585	-0.52539
0.047445	-0.51045
0.049304	-0.49492
0.051164	-0.47878
0.053024	-0.46278
0.054884	-0.44747
0.056744	-0.43211
0.063983	-0.41644
0.073075	-0.40094
0.082168	-0.38536
0.091261	-0.36978
0.10035	-0.35447
0.095475	-0.33884
0.088113	-0.32316
0.080752	-0.30743
0.073391	-0.29221
0.066030	-0.27617
0.058669	-0.26071
0.051308	-0.24524
0.043946	-0.22964
0.036258	-0.21422
0.018217	-0.19826
0.00017578	-0.18296
-0.0088078	-0.16733
0.0048596	-0.15203
0.018527	-0.13562
0.032194	-0.12054
0.045862	-0.10509
0.055929	-0.089651
0.059033	-0.073525
0.062136	-0.058414
0.065240	-0.042264
0.068343	-0.027629
0.45091	-0.011032
1.0953	0.00086781
1.8663	0.014914
2.7602	0.030334
3.6904	0.046476
4.5689	0.062342
5.4775	0.077427
6.2799	0.092693
7.0828	0.10807
7.8995	0.12427
8.7091	0.14009
9.5523	0.15479
10.402	0.17086
11.136	0.18650
11.888	0.20201
12.516	0.21759
13.309	0.23330
13.997	0.24892
14.742	0.26431
15.474	0.28037
16.200	0.29596
16.891	0.31101
17.602	0.32685
18.333	0.34198
19.058	0.35762
19.722	0.37326
20.382	0.38866
21.070	0.40458
21.705	0.42062
22.349	0.43566
23.112	0.45100
23.718	0.46734
24.396	0.48229
24.973	0.49738
25.544	0.51308
26.114	0.52866
26.714	0.54425
27.261	0.55984
27.810	0.57542
28.355	0.59101
28.889	0.60746
29.393	0.62253
29.850	0.63867
30.424	0.65432
30.863	0.66969
31.406	0.68520
31.932	0.70071
32.386	0.71621
32.832	0.73170
33.237	0.74647
33.639	0.76268
34.038	0.77834
34.378	0.79418
34.764	0.80920
35.162	0.82588
35.544	0.84145
35.875	0.85661
36.303	0.87199
36.622	0.88754
36.960	0.90281
37.273	0.91854
37.577	0.93375
3.1288	
