Force (N)	Déformation (mm)
	
0.038778	-0.59966
0.039410	-0.58556
0.040042	-0.57221
0.040673	-0.55976
0.041305	-0.54614
0.041937	-0.53262
0.042569	-0.51913
0.043200	-0.50562
0.043832	-0.49234
0.044464	-0.47798
0.045096	-0.46545
0.045727	-0.45133
0.046359	-0.43846
0.046991	-0.42397
0.047623	-0.41227
0.048254	-0.39830
0.048886	-0.38478
0.049518	-0.37163
0.050150	-0.35792
0.050782	-0.34485
0.051413	-0.33153
0.052045	-0.31779
0.052677	-0.30471
0.053309	-0.29057
0.053940	-0.27808
0.054572	-0.26447
0.055204	-0.25116
0.055836	-0.23723
0.056467	-0.22422
0.057099	-0.21108
0.072135	-0.19760
0.090598	-0.18434
0.10086	-0.17101
0.097471	-0.15628
0.094084	-0.14304
0.090696	-0.13020
0.087308	-0.11733
0.083920	-0.10335
0.080533	-0.090256
0.077145	-0.076356
0.073757	-0.063211
0.070369	-0.050233
0.066982	-0.036934
0.19121	-0.023663
0.63045	-0.010025
1.0619	0.0016224
1.5429	0.012794
2.1008	0.026342
2.7108	0.039948
3.3106	0.052823
3.9866	0.066796
4.5077	0.079742
5.0794	0.093273
5.6830	0.10746
6.3014	0.11965
6.8245	0.13330
7.5392	0.14741
8.0441	0.16002
8.6010	0.17361
9.1536	0.18673
9.6746	0.20050
10.215	0.21376
10.788	0.22754
11.260	0.24051
11.863	0.25411
12.269	0.26795
12.778	0.28043
13.360	0.29472
13.817	0.30780
14.323	0.32129
14.906	0.33480
15.389	0.34822
15.922	0.36052
16.476	0.37413
16.896	0.38791
17.403	0.40111
17.822	0.41438
18.366	0.42790
18.848	0.44146
19.380	0.45416
19.861	0.46818
20.275	0.48119
20.760	0.49448
21.208	0.50770
21.652	0.52210
22.095	0.53545
22.514	0.54880
22.932	0.56216
23.285	0.57507
23.721	0.58832
24.132	0.60159
24.517	0.61477
24.896	0.62934
25.275	0.64279
25.653	0.65634
26.035	0.66968
26.413	0.68304
26.755	0.69642
	0.70927
