Force (N)	Déformation (mm)
	
0.038147	-0.70090
0.038147	-0.68408
0.038147	-0.66796
0.038147	-0.65150
0.038147	-0.63446
0.038147	-0.61774
0.038147	-0.60054
0.038147	-0.58379
0.038147	-0.56858
0.038147	-0.55026
0.038147	-0.53348
0.038147	-0.51720
0.038147	-0.49962
0.038147	-0.48339
0.038147	-0.46708
0.038147	-0.44971
0.038147	-0.43335
0.038147	-0.41632
0.038147	-0.39983
0.038147	-0.38367
0.038147	-0.36591
0.038147	-0.34841
0.038147	-0.33302
0.038147	-0.31610
0.038147	-0.29853
0.038147	-0.28210
0.038147	-0.26569
0.038147	-0.24921
0.038147	-0.23119
0.038147	-0.21443
0.038147	-0.19785
0.038147	-0.18160
0.038147	-0.16491
0.038147	-0.14819
0.038147	-0.13162
0.041894	-0.11448
0.050671	-0.097893
0.059449	-0.081210
0.068227	-0.064198
0.077005	-0.047486
0.085783	-0.030883
0.45011	-0.013810
1.0358	0.00040664
1.7030	0.015960
2.5017	0.032423
3.3175	0.048615
4.1083	0.066239
4.8035	0.082281
5.5292	0.098990
6.2940	0.11543
6.9819	0.13310
7.8110	0.14968
8.4896	0.16586
9.2112	0.18349
9.8788	0.20001
10.558	0.21673
11.270	0.23302
11.958	0.24991
12.681	0.26661
13.294	0.28399
14.035	0.30022
14.640	0.31676
15.367	0.33427
15.992	0.35045
16.619	0.36787
17.215	0.38438
17.843	0.40050
18.472	0.41803
19.160	0.43492
19.743	0.45172
20.360	0.46869
20.973	0.48587
21.536	0.50169
22.094	0.51877
22.617	0.53513
23.099	0.55136
23.649	0.56888
24.142	0.58543
24.661	0.60202
25.187	0.61890
25.639	0.63627
26.059	0.65308
26.490	0.66983
26.919	0.68670
27.346	0.70350
27.772	0.72030
28.186	0.73709
28.599	0.75285
29.009	0.77064
29.402	0.78746
29.780	0.80428
30.150	0.81998
30.519	0.83681
30.855	0.85364
31.242	0.87047
31.554	0.88730
31.875	0.90414
32.209	0.92115
8.8628	
