Force (N)	Déformation (mm)
	-0.68659
0.038147	-0.67602
0.038147	-0.66058
0.038147	-0.64540
0.038147	-0.63023
0.038147	-0.61553
0.038147	-0.60041
0.038147	-0.58388
0.038147	-0.56944
0.038147	-0.55340
0.038147	-0.53844
0.038147	-0.52236
0.038147	-0.50752
0.038147	-0.49241
0.038147	-0.47740
0.038147	-0.46235
0.038147	-0.44655
0.038147	-0.43078
0.038147	-0.41603
0.038147	-0.40022
0.038147	-0.38513
0.038147	-0.36954
0.038147	-0.35467
0.038147	-0.33891
0.038147	-0.32351
0.038147	-0.30825
0.038147	-0.29292
0.038147	-0.27717
0.038147	-0.26188
0.038147	-0.24736
0.038147	-0.23180
0.038147	-0.21612
0.038147	-0.20058
0.038147	-0.18571
0.038147	-0.17017
0.038147	-0.15503
0.038147	-0.13948
0.038147	-0.12445
0.038147	-0.10893
0.038147	-0.093722
0.038147	-0.077475
0.038147	-0.063304
0.038147	-0.047876
0.038147	-0.031475
0.21007	-0.016994
0.96533	-0.0014830
1.4954	0.010125
2.3903	0.025302
3.1315	0.040376
3.9304	0.056291
4.7035	0.070850
5.5028	0.086910
6.2039	0.10160
6.9918	0.11772
7.7891	0.13231
8.5423	0.14824
9.2340	0.16341
9.8656	0.17834
10.609	0.19406
11.194	0.20894
11.934	0.22523
12.541	0.24066
13.246	0.25503
13.926	0.27180
14.584	0.28598
15.216	0.30067
15.879	0.31667
16.551	0.33222
17.180	0.34774
17.814	0.36347
18.411	0.37868
19.029	0.39398
19.715	0.40901
20.313	0.42428
20.903	0.43956
21.487	0.45480
22.053	0.47001
22.583	0.48606
23.132	0.50060
23.660	0.51596
24.169	0.53132
24.686	0.54668
25.204	0.56204
25.730	0.57776
26.226	0.59310
26.682	0.60792
27.152	0.62442
27.593	0.63978
28.064	0.65407
28.490	0.66989
28.907	0.68593
29.361	0.70061
29.724	0.71568
30.130	0.73070
30.595	0.74614
30.960	0.76163
31.297	0.77705
31.702	0.79248
32.072	0.80781
0.086500	
