Force (N)	Déformation (mm)
	
0.039589	-0.71686
0.041033	-0.70219
0.042477	-0.68823
0.043920	-0.67375
0.045364	-0.66036
0.046807	-0.64543
0.048251	-0.63174
0.049694	-0.61754
0.051138	-0.60221
0.052582	-0.58832
0.054025	-0.57402
0.055469	-0.56018
0.056912	-0.54598
0.060740	-0.53222
0.065214	-0.51850
0.069687	-0.50422
0.074161	-0.48979
0.078635	-0.47615
0.083109	-0.46177
0.087583	-0.44753
0.092057	-0.43345
0.049313	-0.41923
0.077296	-0.40388
0.044700	-0.39061
0.038152	-0.37636
0.038143	-0.36202
0.038133	-0.34803
0.038124	-0.33381
0.038114	-0.31908
0.035296	-0.30515
0.030510	-0.29178
0.025723	-0.27716
0.020937	-0.26335
0.016151	-0.24898
0.0061031	-0.23482
0.072839	-0.21988
0.067703	-0.20674
0.062567	-0.19239
0.057431	-0.17838
0.052295	-0.16419
0.047159	-0.14939
0.042024	-0.13574
0.036888	-0.12086
0.031752	-0.10671
0.026616	-0.092584
0.021480	-0.079155
0.016344	-0.064054
0.011209	-0.050332
0.0060728	-0.036117
0.031740	-0.022472
0.61182	-0.0085308
1.0811	0.0024344
1.8243	0.015719
2.5070	0.029935
3.1378	0.044358
3.8291	0.058241
4.5350	0.072382
5.1948	0.086764
5.9676	0.10136
6.5572	0.11542
7.2743	0.12929
7.9409	0.14345
8.5528	0.15726
9.1361	0.17204
9.7313	0.18563
10.365	0.19946
10.971	0.21355
11.576	0.22858
12.182	0.24294
12.823	0.25634
13.372	0.27063
14.005	0.28525
14.619	0.29895
15.196	0.31390
15.735	0.32769
16.336	0.34139
16.905	0.35610
17.466	0.37031
18.017	0.38432
18.569	0.39848
19.095	0.41264
19.685	0.42701
20.186	0.44120
20.718	0.45539
21.196	0.46961
21.786	0.48314
22.262	0.49775
22.684	0.51189
23.164	0.52602
23.645	0.54041
24.127	0.55439
24.526	0.56795
24.984	0.58213
25.423	0.59631
25.847	0.61049
26.247	0.62473
26.623	0.64012
27.025	0.65433
0.11444	
