Force (N)	Déformation (mm)
	-0.84952
0.013194	-0.83574
0.019715	-0.81618
0.020870	-0.79719
0.022026	-0.77910
0.023182	-0.75975
0.024338	-0.74037
0.025493	-0.72129
0.026649	-0.70290
0.027805	-0.68462
0.028961	-0.66523
0.030314	-0.64600
0.032965	-0.62706
0.035617	-0.60797
0.038268	-0.58919
0.040919	-0.56973
0.043571	-0.55209
0.046222	-0.53222
0.0035324	-0.51307
0.0011854	-0.49435
-0.0011615	-0.47585
-0.0035085	-0.45653
-0.0058554	-0.43700
-0.013585	-0.41853
-0.035193	-0.39947
-0.0072592	-0.38046
-0.015820	-0.36187
-0.024380	-0.34282
-0.032940	-0.32372
-0.041501	-0.30496
-0.050061	-0.28521
-0.055029	-0.26768
-0.052565	-0.24766
-0.050101	-0.22820
-0.047637	-0.20964
-0.045173	-0.19137
-0.042708	-0.17203
-0.040244	-0.15266
-0.037780	-0.13480
-0.035316	-0.11554
-0.032852	-0.095755
-0.030388	-0.077059
-0.027924	-0.058167
-0.025460	-0.039570
0.31077	-0.020381
0.91851	-0.0010662
1.3917	0.012277
2.0252	0.030547
2.6187	0.049242
3.3436	0.069201
3.9682	0.087736
4.5839	0.10615
5.2679	0.12623
5.8728	0.14495
6.5353	0.16320
7.1869	0.18263
7.7599	0.20134
8.3405	0.22076
8.9668	0.23908
9.5560	0.25839
10.096	0.27730
10.636	0.29618
11.210	0.31512
11.678	0.33415
12.190	0.35266
12.714	0.37199
13.207	0.39070
13.661	0.41013
14.116	0.42876
14.564	0.44872
15.028	0.46671
15.478	0.48582
15.913	0.50409
16.330	0.52406
16.719	0.54280
17.120	0.56191
17.513	0.58022
17.850	0.59905
18.201	0.61798
18.536	0.63742
18.911	0.65648
19.267	0.67473
19.598	0.69364
19.930	0.71323
20.157	0.73224
20.445	0.75100
20.744	0.76946
21.013	0.78902
21.281	0.80856
21.549	0.82700
21.789	0.84611
22.005	0.86507
22.215	0.88421
22.400	0.90230
22.590	0.92120
22.852	0.94125
23.036	0.96035
23.257	0.97845
23.409	0.99807
	1.0165
