Force (N)	Déformation (mm)
	
0.017752	-0.61314
0.019385	-0.59748
0.019722	-0.58207
0.020059	-0.56594
0.020395	-0.54992
0.020732	-0.53449
0.021069	-0.51884
0.021405	-0.50330
0.021742	-0.48767
0.022079	-0.47201
0.022415	-0.45593
0.022752	-0.44035
0.023089	-0.42400
0.023425	-0.40748
0.023762	-0.39310
0.024099	-0.37637
0.024436	-0.36094
0.024772	-0.34415
0.025109	-0.32879
0.025446	-0.31355
0.025782	-0.29704
0.026233	-0.28144
0.026985	-0.26564
0.027738	-0.25005
0.028490	-0.23406
0.029242	-0.21819
0.029994	-0.20245
0.030747	-0.18631
0.031499	-0.17033
0.032251	-0.15485
0.033004	-0.13948
0.033756	-0.12408
0.034508	-0.10702
0.035261	-0.091771
0.036013	-0.075719
0.036765	-0.059987
0.037517	-0.044580
0.038270	-0.028541
0.56396	-0.012778
1.0685	0.00048103
1.4769	0.013555
2.1637	0.029557
2.7807	0.045598
3.3976	0.061297
3.9810	0.077494
4.6719	0.092780
5.2485	0.10910
5.9040	0.12482
6.4963	0.14043
7.1341	0.15643
7.6881	0.17265
8.3528	0.18831
8.9473	0.20354
9.4573	0.21938
10.097	0.23569
10.573	0.25121
11.135	0.26693
11.706	0.28277
12.268	0.29928
12.771	0.31463
13.270	0.33064
13.846	0.34607
14.350	0.36237
14.822	0.37840
15.385	0.39370
15.877	0.40942
16.367	0.42549
16.827	0.44093
17.287	0.45643
17.727	0.47248
18.206	0.48980
18.666	0.50505
19.130	0.52046
19.547	0.53634
19.981	0.55188
20.359	0.56755
20.737	0.58420
21.138	0.59949
21.473	0.61509
21.817	0.63062
22.186	0.64713
22.527	0.66278
22.909	0.67827
23.136	0.69458
23.491	0.71009
23.843	0.72575
24.169	0.74125
24.452	0.75715
24.711	0.77276
25.053	0.79003
25.334	0.80478
25.631	0.82120
25.853	0.83632
26.069	0.85319
26.298	0.86790
26.527	0.88421
26.780	0.89981
27.004	0.91570
1.8639	
