Force (N)	Déformation (mm)
	
0.00000	-0.60797
0.00000	-0.59297
0.00000	-0.57843
0.00000	-0.56345
0.00000	-0.54907
0.00000	-0.53366
0.00000	-0.51925
0.00000	-0.50394
0.00000	-0.48931
0.00000	-0.47384
0.00000	-0.45947
0.00000	-0.44473
0.00000	-0.42981
0.00000	-0.41534
0.00000	-0.40025
0.00000	-0.38603
0.00000	-0.37004
0.00000	-0.35523
0.00000	-0.33976
0.00000	-0.32577
0.00000	-0.31126
0.00000	-0.29575
0.00000	-0.28116
0.00000	-0.26704
0.00000	-0.25212
0.00000	-0.23603
0.00000	-0.22172
0.00000	-0.20664
0.00000	-0.19188
0.00000	-0.17724
0.00000	-0.16218
0.00000	-0.14787
0.00000	-0.13298
0.00000	-0.11770
0.00000	-0.10195
0.00000	-0.088217
0.00000	-0.072749
0.00000	-0.058596
0.00000	-0.043160
0.00000	-0.028293
0.42441	-0.013427
1.1008	0.00016298
1.7099	0.012439
2.4197	0.027145
3.1740	0.042231
3.9809	0.056505
4.7663	0.071728
5.5209	0.087055
6.2844	0.10193
7.0819	0.11681
7.8407	0.13153
8.6206	0.14626
9.3333	0.16089
10.025	0.17551
10.778	0.19144
11.561	0.20518
12.215	0.22028
12.885	0.23530
13.558	0.25037
14.194	0.26419
14.861	0.28012
15.525	0.29523
16.217	0.30961
16.824	0.32424
17.407	0.33967
18.113	0.35399
18.625	0.36889
19.247	0.38370
19.800	0.39863
20.353	0.41333
20.955	0.42825
21.509	0.44299
22.006	0.45828
22.499	0.47276
22.969	0.48751
23.443	0.50298
23.899	0.51783
24.326	0.53265
24.761	0.54702
25.239	0.56227
25.692	0.57718
26.120	0.59145
26.528	0.60726
26.852	0.62127
27.220	0.63662
27.572	0.65158
27.954	0.66615
28.286	0.68117
28.609	0.69613
29.018	0.71144
29.311	0.72571
29.632	0.74100
29.952	0.75534
30.262	0.77007
30.494	0.78498
30.752	0.79962
31.009	0.81518
31.255	0.82961
0.26703	
