Force (N)	Déformation (mm)
	
0.00000	-0.66930
0.00000	-0.65300
0.00000	-0.63765
0.00000	-0.62098
0.00000	-0.60526
0.00000	-0.58925
0.00000	-0.57348
0.00000	-0.55769
0.00000	-0.54089
0.00000	-0.52623
0.00000	-0.50950
0.00000	-0.49322
0.00000	-0.47762
0.00000	-0.46146
0.00000	-0.44587
0.00000	-0.42983
0.00000	-0.41310
0.00000	-0.39748
0.00000	-0.38139
0.00000	-0.36587
0.00000	-0.34932
0.00000	-0.33371
0.00000	-0.31801
0.00000	-0.30152
0.00000	-0.28597
0.00000	-0.26943
0.00000	-0.25303
0.00000	-0.23764
0.00000	-0.22087
0.00000	-0.20612
0.00000	-0.18873
0.00000	-0.17370
0.00000	-0.15721
0.00000	-0.14119
0.00000	-0.12574
0.00000	-0.10937
0.00000	-0.092711
0.00000	-0.077248
0.00000	-0.060873
0.00000	-0.045493
0.25472	-0.030135
0.54959	-0.013303
1.0452	0.00061276
1.4884	0.013747
2.0833	0.029762
2.7744	0.045934
3.2977	0.061869
3.9297	0.078513
4.4314	0.093696
5.0237	0.11025
5.6123	0.12619
6.1129	0.14174
6.6316	0.15761
7.2462	0.17425
7.7989	0.19031
7.9848	0.20634
8.5036	0.22190
9.0673	0.23845
9.5356	0.25388
10.016	0.27015
10.524	0.28628
11.003	0.30204
11.491	0.31776
12.052	0.33381
12.438	0.35002
12.920	0.36610
13.312	0.38211
13.836	0.39763
14.199	0.41389
14.647	0.43023
15.026	0.44599
15.462	0.46218
15.806	0.47841
16.172	0.49447
16.574	0.51024
16.931	0.52592
17.333	0.54247
17.662	0.55870
17.976	0.57399
18.353	0.59057
18.713	0.60579
19.067	0.62231
19.318	0.63813
19.613	0.65425
19.909	0.66985
20.200	0.68566
20.484	0.70221
20.740	0.71813
20.975	0.73373
21.238	0.75026
21.481	0.76550
21.726	0.78184
21.973	0.79823
22.140	0.81443
22.446	0.83057
22.650	0.84607
22.851	0.86229
23.059	0.87900
2.1167	
